time,cpu,memory,rtt,latency,bandwidth,throughput
106,2.467,1.359,0.008,0.01,1261.346,21.356
107,1.835,2.547,0.013,0.01,1268.047,21.161
108,1.377,0.805,0.008,0.012,1283.876,21.518
109,1.918,1.65,0.003,0.006,1273.281,21.534
110,1.305,2.538,0.008,0.012,1258.842,21.355
111,1.475,0.913,0.014,0.011,1274.993,21.05
112,1.187,0.798,0.01,0.009,1274.852,21.208
113,2.626,2.494,0.007,0.004,1269.92,21.405
114,2.19,1.862,0.004,0.011,1263.321,21.119
115,2.581,2.8,0.007,0.003,1274.882,21.32
116,1.31,1.631,0.005,0.007,1280.736,21.598
117,1.288,2.205,0.007,0.005,1276.564,21.557
118,2.311,2.411,0.004,0.006,1271.95,21.459
119,2.617,1.067,0.002,0.003,1292.175,21.442
120,1.74,2.996,0.01,0.007,1259.225,21.667
121,2.208,1.514,0.002,0.013,1270.146,21.165
122,0.89,2.524,0.007,0.004,1278.692,21.704
123,1.028,0.698,0.011,0.012,1277.358,21.61
124,2.631,2.923,0.005,0.002,1283.052,21.066
125,0.724,1.068,0.008,0.012,1276.018,21.081
126,1.707,2.98,0.007,0.006,1294.57,21.184
127,2.885,2.937,0.003,0.003,1261.305,21.317
128,2.57,1.807,0.003,0.003,1261.8,21.052
129,2.445,2.663,0.011,0.014,1269.328,21.245
130,2.326,1.552,0.015,0.015,1253.292,21.146
131,2.241,2.723,0.016,0.009,1281.4,21.776
132,1.121,3.004,0.012,0.007,1267.443,21.482
133,2.43,1.22,0.008,0.006,1285.218,21.556
134,2.612,2.998,0.012,0.005,1286.415,21.39
135,2.527,1.772,0.002,0.006,1257.914,21.396
136,2.793,2.522,0.005,0.012,1288.403,21.38
137,2.102,2.5,0.003,0.016,1269.17,21.447
138,2.92,1.334,0.01,0.016,1258.32,21.394
139,2.538,0.729,0.006,0.013,1267.402,21.018
140,0.826,1.836,0.007,0.009,1273.65,21.797
141,2.675,2.701,0.009,0.009,1255.206,21.672
142,2.444,1.913,0.002,0.011,1282.833,21.689
143,2.904,3.485,0.008,0.006,1263.517,21.296
144,1.487,0.855,0.016,0.008,1260.49,21.417
145,0.983,2.593,0.003,0.003,1272.625,21.637
146,1.0,0.7,0.003,0.012,1252.222,21.776
147,3.085,3.478,0.013,0.015,1301.009,21.221
148,2.476,0.946,0.008,0.006,1253.086,21.094
149,1.496,3.181,0.012,0.004,1265.712,21.418
150,0.952,2.908,0.018,0.006,1287.903,21.137
151,2.049,2.817,0.007,0.008,1264.203,21.714
152,1.726,2.586,0.006,0.003,1256.614,21.824
153,1.915,1.894,0.007,0.005,1286.945,21.348
154,3.3,3.5,0.004,0.009,1292.615,21.67
155,2.691,1.251,0.014,0.016,1273.46,21.545
156,2.402,1.785,0.017,0.01,1295.932,21.769
157,2.46,1.469,0.007,0.015,1297.362,21.127
158,0.765,1.938,0.004,0.012,1289.155,21.163
159,3.512,2.859,0.008,0.012,1260.592,21.231
160,1.627,1.539,0.012,0.008,1301.024,21.51
161,1.213,1.33,0.015,0.009,1264.821,21.708
162,2.425,1.757,0.012,0.009,1253.09,21.846
163,1.137,1.794,0.012,0.008,1259.344,21.681
164,3.168,1.04,0.014,0.007,1266.504,21.899
165,3.067,3.085,0.017,0.007,1276.731,21.514
166,2.596,1.797,0.006,0.003,1266.39,21.763
167,2.41,2.323,0.002,0.007,1253.909,21.663
168,3.901,0.989,0.01,0.005,1258.095,21.267
169,3.292,2.67,0.013,0.017,1281.041,21.146
170,1.379,3.469,0.014,0.012,1294.033,21.149
171,2.024,2.216,0.002,0.008,1256.45,21.957
172,1.068,3.326,0.002,0.014,1305.354,21.626
173,1.646,1.546,0.008,0.009,1258.067,21.895
174,1.476,4.147,0.016,0.009,1277.261,21.267
175,2.82,1.066,0.02,0.012,1272.289,21.51
176,3.637,2.89,0.021,0.005,1292.783,21.735
177,3.331,2.84,0.014,0.019,1270.246,21.164
178,3.617,3.774,0.015,0.009,1281.283,21.983
179,3.189,2.035,0.012,0.005,1262.495,21.719
180,3.778,3.951,0.01,0.013,1300.244,21.222
181,3.136,1.744,0.015,0.014,1260.388,21.739
182,3.694,2.212,0.004,0.003,1261.584,21.457
183,0.836,2.63,0.019,0.01,1282.615,21.326
184,3.686,2.649,0.017,0.013,1287.968,21.385
185,2.589,3.742,0.021,0.017,1274.914,21.191
186,3.078,3.871,0.021,0.011,1258.083,21.451
187,4.098,2.422,0.019,0.019,1289.494,21.186
188,4.208,2.85,0.009,0.005,1274.349,21.156
189,0.926,4.266,0.015,0.008,1299.868,21.919
190,4.24,3.954,0.004,0.019,1275.89,21.761
191,3.371,2.192,0.004,0.018,1314.562,21.282
192,2.78,1.175,0.007,0.018,1299.768,21.129
193,3.248,3.962,0.023,0.018,1292.839,21.743
194,2.393,3.572,0.023,0.02,1294.083,21.653
195,0.703,3.377,0.017,0.018,1273.671,21.412
196,3.318,2.935,0.013,0.019,1315.216,21.642
197,3.306,2.623,0.011,0.009,1260.754,21.817
198,3.787,3.919,0.011,0.016,1290.69,21.479
199,0.847,1.57,0.02,0.02,1278.702,21.7
200,2.534,3.66,0.02,0.022,1288.934,21.296
201,3.23,3.223,0.022,0.021,1298.737,21.789
202,3.889,2.23,0.014,0.008,1315.969,21.135
203,4.507,2.364,0.019,0.013,1286.881,22.041
204,1.163,3.784,0.021,0.007,1310.063,21.636
205,3.98,4.3,0.009,0.014,1314.333,21.91
206,0.803,2.746,0.012,0.012,1287.09,21.804
207,2.719,1.74,0.002,0.005,1310.084,21.534
208,1.483,2.031,0.019,0.023,1281.196,21.644
209,4.334,2.095,0.019,0.021,1267.827,22.015
210,2.4,4.656,0.014,0.013,1263.55,21.74
211,2.813,3.268,0.022,0.009,1277.33,21.376
212,4.406,3.117,0.02,0.017,1260.391,22.106
213,2.861,1.147,0.015,0.004,1290.704,22.167
214,3.098,2.655,0.021,0.012,1259.063,21.707
215,1.13,4.106,0.014,0.023,1267.796,21.413
216,4.054,4.676,0.004,0.023,1296.642,21.648
217,1.658,1.14,0.007,0.011,1323.609,21.733
218,4.607,4.09,0.026,0.023,1295.626,21.304
219,3.054,2.96,0.022,0.021,1319.499,21.751
220,4.462,2.525,0.018,0.024,1284.68,22.025
221,4.312,1.016,0.013,0.018,1286.167,21.48
222,2.083,2.713,0.01,0.005,1321.28,21.255
223,1.718,3.15,0.022,0.02,1256.443,21.531
224,2.551,2.163,0.005,0.016,1308.053,21.14
225,1.656,1.846,0.012,0.01,1293.695,21.367
226,1.956,2.27,0.007,0.007,1259.769,21.852
227,2.738,1.685,0.012,0.019,1293.497,21.896
228,3.055,1.948,0.018,0.008,1275.847,21.352
229,3.511,2.485,0.002,0.003,1311.521,22.093
230,3.05,4.179,0.018,0.005,1268.263,21.131
231,0.866,2.021,0.01,0.017,1296.327,21.418
232,3.267,3.771,0.022,0.015,1256.693,21.953
233,4.983,2.415,0.019,0.019,1269.594,22.043
234,3.216,5.094,0.024,0.016,1277.569,22.319
235,4.123,0.709,0.01,0.02,1314.545,22.253
236,1.677,4.315,0.001,0.022,1258.812,21.241
237,2.86,3.972,0.004,0.004,1287.145,21.172
238,1.278,3.225,0.004,0.016,1274.752,21.186
239,4.129,1.917,0.015,0.006,1320.119,21.189
240,4.093,3.43,0.028,0.027,1287.836,21.621
241,4.042,4.575,0.012,0.005,1317.859,21.958
242,3.696,4.166,0.011,0.016,1323.831,21.831
243,4.371,1.513,0.027,0.008,1297.629,21.687
244,3.677,1.405,0.023,0.026,1287.709,21.708
245,4.22,4.29,0.013,0.019,1291.113,22.144
246,1.628,5.023,0.022,0.02,1262.806,21.141
247,2.157,3.646,0.018,0.019,1302.24,21.775
248,2.203,2.881,0.025,0.017,1328.901,21.233
249,1.09,4.608,0.007,0.021,1287.71,22.225
250,5.64,3.593,0.009,0.013,1300.02,21.687
251,0.775,0.916,0.014,0.014,1252.177,21.764
252,3.564,3.854,0.026,0.015,1324.407,21.418
253,5.134,5.185,0.013,0.012,1315.079,22.124
254,0.996,3.815,0.024,0.019,1311.032,21.985
255,4.189,1.706,0.018,0.007,1317.905,21.549
256,3.228,4.733,0.027,0.003,1282.648,21.307
257,0.779,1.064,0.023,0.025,1325.099,21.298
258,5.4,2.259,0.002,0.003,1279.028,21.313
259,3.982,4.174,0.025,0.02,1304.32,21.498
260,3.384,2.716,0.003,0.014,1262.136,21.815
261,4.699,3.384,0.007,0.023,1270.78,21.791
262,4.42,3.383,0.011,0.025,1299.396,21.23
263,1.828,3.013,0.028,0.014,1264.473,21.837
264,2.855,2.758,0.025,0.008,1338.927,21.337
265,1.758,5.182,0.01,0.007,1335.155,21.176
266,1.96,4.205,0.013,0.03,1278.208,22.451
267,3.83,4.907,0.005,0.019,1275.781,22.49
268,3.065,1.481,0.005,0.006,1296.083,21.068
269,3.561,1.105,0.004,0.019,1334.024,22.471
270,2.128,4.276,0.03,0.023,1266.427,21.938
271,4.697,2.786,0.018,0.027,1281.524,22.504
272,4.587,2.095,0.002,0.007,1321.05,21.329
273,1.533,1.916,0.006,0.005,1311.809,21.123
274,2.254,5.414,0.02,0.008,1304.243,21.424
275,6.063,3.51,0.031,0.016,1297.234,21.855
276,2.483,5.23,0.019,0.016,1318.842,22.273
277,0.984,2.273,0.006,0.017,1269.798,22.211
278,4.958,5.942,0.013,0.024,1305.917,22.497
279,1.768,2.598,0.031,0.009,1277.531,21.173
280,4.488,0.792,0.024,0.013,1262.701,22.409
281,3.222,2.728,0.011,0.01,1298.961,22.517
282,3.132,3.189,0.002,0.004,1287.815,21.326
283,6.027,2.569,0.031,0.026,1322.058,21.089
284,1.618,2.727,0.013,0.006,1331.914,21.534
285,6.296,4.604,0.018,0.021,1306.231,21.231
286,3.906,5.613,0.015,0.004,1299.234,22.179
287,0.872,4.228,0.005,0.011,1281.962,21.638
288,4.538,2.916,0.029,0.018,1353.824,21.891
289,1.688,1.251,0.016,0.007,1308.888,22.424
290,3.806,4.296,0.023,0.03,1298.34,21.689
291,5.901,5.702,0.022,0.023,1295.955,22.536
292,1.444,1.058,0.008,0.025,1264.416,21.941
293,3.371,2.104,0.028,0.021,1302.664,21.921
294,2.056,3.975,0.006,0.009,1257.576,22.455
295,5.104,4.946,0.025,0.014,1326.969,21.773
296,1.542,4.352,0.013,0.011,1307.085,21.414
297,4.483,6.738,0.007,0.03,1326.742,22.047
298,4.534,1.695,0.029,0.011,1337.67,21.273
299,3.867,3.111,0.037,0.031,1326.8,22.481
300,0.741,4.914,0.022,0.026,1311.857,21.577
301,1.078,6.043,0.014,0.016,1357.472,21.325
302,5.814,6.178,0.033,0.029,1254.611,22.572
303,1.459,4.226,0.005,0.012,1255.618,21.16
304,4.81,1.008,0.014,0.031,1295.958,21.258
305,1.868,3.044,0.028,0.013,1348.992,21.61
306,2.794,5.123,0.027,0.012,1263.502,22.402
307,1.61,1.456,0.031,0.031,1290.229,21.925
308,5.145,2.321,0.036,0.012,1303.599,21.076
309,3.365,4.201,0.03,0.005,1335.928,21.27
310,1.591,5.288,0.034,0.02,1334.634,22.223
311,0.92,6.471,0.02,0.025,1351.566,21.943
312,2.529,4.026,0.008,0.024,1352.867,21.931
313,1.977,0.85,0.02,0.016,1331.51,22.39
314,0.93,6.26,0.016,0.013,1329.274,22.002
315,3.632,4.234,0.021,0.028,1351.42,21.328
316,4.343,4.84,0.003,0.013,1344.651,21.512
317,7.0,1.702,0.008,0.022,1280.464,21.934
318,5.077,3.519,0.023,0.016,1277.141,21.245
319,6.045,4.133,0.035,0.036,1277.439,21.547
320,3.59,3.174,0.019,0.006,1305.767,21.508
321,5.007,5.424,0.032,0.005,1352.285,21.801
322,6.829,5.978,0.022,0.035,1324.319,21.657
323,3.746,4.569,0.008,0.023,1293.171,22.066
324,2.404,7.171,0.03,0.03,1363.78,21.268
325,4.712,4.8,0.019,0.027,1327.919,22.869
326,4.002,6.12,0.029,0.029,1351.506,22.501
327,3.748,2.346,0.019,0.023,1291.4,21.84
328,1.423,2.502,0.029,0.019,1265.023,22.473
329,4.453,4.773,0.003,0.024,1317.517,21.767
330,1.559,2.346,0.026,0.021,1312.019,21.121
331,6.345,1.755,0.009,0.004,1257.238,21.461
332,6.43,6.919,0.004,0.016,1324.32,22.875
333,1.69,3.532,0.025,0.021,1297.598,22.554
334,5.834,4.702,0.036,0.03,1257.458,22.029
335,4.865,5.774,0.018,0.03,1257.715,22.322
336,3.751,6.256,0.016,0.017,1310.824,21.946
337,7.359,1.9,0.033,0.031,1303.484,22.585
338,4.998,7.633,0.026,0.021,1357.247,21.56
339,4.141,7.56,0.028,0.019,1353.026,22.047
340,1.593,1.887,0.034,0.005,1260.129,22.567
341,5.218,7.403,0.037,0.029,1274.814,22.769
342,1.252,6.556,0.028,0.035,1280.533,21.405
343,6.66,1.968,0.015,0.008,1272.746,22.001
344,4.068,6.745,0.024,0.017,1358.491,22.592
345,6.305,6.374,0.032,0.036,1340.437,21.267
346,0.854,2.667,0.016,0.024,1342.278,22.771
347,4.319,6.435,0.01,0.017,1361.268,21.902
348,0.771,2.509,0.009,0.014,1305.539,21.993
349,2.639,5.554,0.018,0.025,1352.469,22.689
350,5.922,5.399,0.004,0.02,1310.576,22.703
351,1.286,4.749,0.01,0.031,1336.668,23.054
352,4.242,3.636,0.006,0.011,1304.861,21.761
353,5.411,4.197,0.009,0.019,1306.097,21.336
354,3.47,4.518,0.022,0.02,1274.459,23.031
355,1.932,5.048,0.019,0.033,1325.681,22.572
356,3.18,4.504,0.011,0.019,1331.148,22.791
357,2.584,2.252,0.018,0.017,1323.85,22.764
358,0.866,2.923,0.017,0.029,1296.353,21.411
359,5.258,7.172,0.018,0.025,1373.189,21.202
360,6.169,1.738,0.038,0.032,1261.25,23.121
361,4.999,1.2,0.04,0.014,1369.895,21.615
362,6.172,6.698,0.019,0.008,1353.008,22.562
363,5.062,5.632,0.028,0.013,1291.599,21.802
364,6.505,3.918,0.024,0.025,1315.895,22.366
365,2.648,2.444,0.042,0.028,1283.009,21.926
366,6.776,7.37,0.01,0.021,1330.961,22.37
367,2.824,1.629,0.016,0.006,1372.001,21.631
368,4.38,7.803,0.022,0.019,1329.043,22.76
369,5.055,0.76,0.032,0.028,1279.88,21.88
370,2.3,5.43,0.035,0.028,1339.937,22.545
371,7.183,1.92,0.015,0.031,1327.335,22.144
372,7.623,4.809,0.024,0.023,1370.097,22.074
373,5.14,5.127,0.03,0.014,1266.749,22.917
374,0.884,7.125,0.028,0.016,1294.359,22.389
375,6.791,5.67,0.045,0.01,1345.396,22.944
376,4.043,0.902,0.038,0.031,1337.265,21.901
377,5.496,5.972,0.021,0.035,1270.15,22.03
378,1.337,3.852,0.029,0.017,1294.489,23.05
379,1.57,0.954,0.02,0.008,1312.745,22.277
380,3.017,7.376,0.004,0.024,1369.591,21.713
381,4.357,1.238,0.005,0.018,1343.344,21.298
382,3.727,6.4,0.038,0.008,1300.852,23.249
383,4.635,4.621,0.008,0.011,1279.004,21.12
384,4.291,7.289,0.011,0.004,1308.312,22.065
385,7.417,7.449,0.012,0.014,1367.987,21.895
386,5.043,4.847,0.028,0.032,1337.767,21.215
387,1.279,5.694,0.005,0.032,1292.57,22.68
388,6.786,7.507,0.025,0.026,1261.1,23.18
389,3.51,3.739,0.01,0.008,1351.649,22.784
390,6.384,7.805,0.028,0.031,1326.952,23.333
391,6.071,1.583,0.032,0.034,1301.269,21.167
392,0.946,7.303,0.039,0.02,1262.169,22.667
393,5.121,8.173,0.017,0.016,1372.108,22.815
394,1.481,2.658,0.045,0.029,1307.97,22.987
395,4.149,7.504,0.027,0.013,1312.358,21.29
396,4.259,3.017,0.037,0.024,1310.302,21.842
397,7.903,3.784,0.036,0.036,1322.602,21.385
398,1.953,2.315,0.006,0.031,1314.185,22.223
399,5.395,1.663,0.008,0.031,1262.652,22.088
400,3.601,4.412,0.038,0.039,1301.531,21.754
401,4.856,5.506,0.037,0.019,1270.104,21.644
402,8.212,6.855,0.006,0.03,1334.508,21.537
403,1.089,4.987,0.04,0.019,1338.378,21.855
404,5.757,7.864,0.023,0.012,1278.141,21.518
405,2.59,6.349,0.028,0.003,1254.165,21.982
406,3.167,2.716,0.045,0.021,1327.903,21.167
407,6.105,7.543,0.035,0.013,1336.142,22.065
408,0.661,6.471,0.024,0.032,1254.893,22.612
409,3.094,7.059,0.013,0.04,1377.945,21.503
410,0.879,4.227,0.016,0.032,1283.713,21.336
411,5.74,1.72,0.025,0.013,1370.927,21.812
412,4.689,7.427,0.037,0.039,1306.222,21.579
413,5.202,2.162,0.025,0.024,1326.736,21.883
414,8.428,7.435,0.023,0.033,1316.237,23.055
415,4.058,5.598,0.015,0.02,1363.17,21.762
416,2.359,1.475,0.016,0.026,1333.006,23.515
417,6.977,2.83,0.027,0.009,1277.852,21.676
418,1.163,2.795,0.024,0.009,1261.159,22.491
419,7.311,2.404,0.039,0.038,1257.232,21.999
420,1.055,8.619,0.013,0.034,1334.015,22.768
421,8.169,3.882,0.025,0.03,1263.656,23.283
422,7.347,1.901,0.042,0.024,1328.195,23.34
423,6.171,7.387,0.015,0.029,1290.692,21.882
424,7.734,6.785,0.018,0.014,1292.477,23.167
425,1.798,3.602,0.011,0.035,1391.165,21.46
426,6.076,7.793,0.03,0.021,1301.223,22.844
427,8.637,5.942,0.028,0.03,1273.869,22.58
428,9.201,8.924,0.023,0.048,1356.131,22.491
429,7.736,3.095,0.009,0.017,1291.95,22.444
430,6.033,1.413,0.019,0.025,1376.515,22.889
431,1.79,6.502,0.017,0.044,1296.735,21.933
432,7.21,4.442,0.016,0.02,1391.057,22.183
433,5.18,6.697,0.027,0.011,1353.334,22.521
434,2.825,5.795,0.008,0.004,1294.061,21.388
435,2.256,4.641,0.016,0.028,1318.335,21.177
436,5.55,2.535,0.008,0.011,1381.321,22.533
437,1.07,2.512,0.031,0.024,1289.101,23.01
438,6.425,4.785,0.025,0.042,1380.713,22.774
439,9.489,2.795,0.037,0.042,1265.911,22.683
440,6.836,2.144,0.022,0.021,1317.671,21.459
441,5.776,7.311,0.021,0.041,1363.518,21.648
442,0.99,2.257,0.037,0.023,1359.777,22.957
443,7.659,3.284,0.009,0.03,1376.55,23.057
444,8.436,6.887,0.048,0.022,1405.596,21.78
445,6.711,2.23,0.052,0.046,1343.624,21.589
446,8.245,2.752,0.017,0.006,1342.362,23.555
447,2.996,6.15,0.034,0.036,1392.803,21.487
448,2.407,6.161,0.054,0.028,1386.671,23.063
449,3.724,8.577,0.013,0.005,1343.625,21.856
450,6.55,7.587,0.028,0.011,1361.33,23.142
451,2.271,7.213,0.016,0.037,1388.208,21.536
452,8.748,1.701,0.019,0.038,1364.596,21.636
453,4.509,3.008,0.032,0.035,1383.229,21.2
454,8.965,1.578,0.026,0.026,1273.193,21.809
455,8.384,3.331,0.051,0.026,1279.314,23.113
456,8.806,5.377,0.038,0.033,1342.541,21.879
457,2.539,2.145,0.013,0.024,1300.558,22.889
458,3.037,9.049,0.02,0.006,1395.235,22.699
459,4.543,8.661,0.025,0.027,1340.281,22.601
460,8.084,5.703,0.04,0.048,1374.676,21.839
461,6.284,2.153,0.037,0.038,1293.585,23.408
462,3.582,4.499,0.031,0.015,1277.56,21.123
463,9.147,3.331,0.054,0.008,1408.239,21.803
464,2.419,7.086,0.049,0.027,1288.569,21.88
465,7.667,2.425,0.052,0.035,1380.228,21.511
466,5.422,2.319,0.052,0.009,1397.803,22.55
467,5.461,2.921,0.02,0.025,1402.604,23.5
468,3.858,4.892,0.033,0.036,1366.965,22.892
469,3.505,2.968,0.052,0.009,1317.057,22.016
470,4.772,7.973,0.048,0.025,1314.335,22.959
471,7.503,4.347,0.045,0.014,1387.166,22.629
472,8.049,6.196,0.055,0.037,1393.134,23.586
473,2.024,8.955,0.039,0.033,1344.572,22.708
474,5.992,9.729,0.008,0.004,1342.16,21.556
475,1.607,9.582,0.029,0.052,1376.004,23.708
476,6.689,8.027,0.028,0.027,1310.155,21.93
477,6.489,9.123,0.049,0.031,1396.062,22.934
478,4.395,1.934,0.032,0.045,1354.947,23.099
479,3.781,8.934,0.042,0.02,1287.601,22.176
480,4.11,10.0,0.048,0.035,1344.826,22.063
481,2.701,3.146,0.041,0.007,1404.367,22.543
482,7.907,3.117,0.041,0.038,1288.404,21.177
483,7.454,4.564,0.05,0.04,1378.565,22.684
484,8.366,6.957,0.025,0.012,1368.789,22.736
485,9.298,3.229,0.053,0.039,1336.347,23.381
486,9.618,7.257,0.041,0.05,1391.513,22.586
487,1.708,4.082,0.029,0.011,1378.684,22.386
488,7.193,3.218,0.042,0.039,1387.245,23.413
489,8.436,9.354,0.017,0.031,1401.802,22.946
490,9.623,4.206,0.054,0.048,1288.847,21.265
491,3.237,5.897,0.057,0.014,1260.886,23.642
492,7.969,7.687,0.025,0.035,1317.803,23.003
493,8.06,9.215,0.01,0.035,1294.272,23.218
494,9.422,8.159,0.013,0.043,1371.766,23.32
495,1.115,3.134,0.056,0.005,1346.03,22.194
496,5.303,7.505,0.058,0.031,1269.881,21.492
497,6.857,4.354,0.011,0.009,1289.919,23.265
498,7.285,9.21,0.058,0.033,1424.66,23.273
499,6.686,7.303,0.005,0.045,1364.893,21.781
500,8.566,3.048,0.04,0.048,1256.652,21.167
501,4.076,5.249,0.032,0.032,1373.174,23.124
502,5.49,3.15,0.058,0.018,1308.215,22.973
503,9.635,8.09,0.022,0.029,1294.109,21.481
504,7.325,9.587,0.045,0.045,1385.873,21.406
505,1.395,7.921,0.019,0.029,1394.104,23.522
506,2.131,3.268,0.008,0.024,1392.069,22.338
507,7.227,7.245,0.025,0.036,1327.361,22.499
508,9.548,7.643,0.009,0.029,1300.926,22.013
509,7.369,6.188,0.058,0.009,1403.882,22.618
510,6.657,7.221,0.005,0.012,1426.072,22.856
511,1.524,1.464,0.008,0.052,1295.732,22.342
512,9.233,5.988,0.04,0.024,1257.504,23.44
513,4.669,4.378,0.017,0.033,1398.189,23.897
514,4.178,10.788,0.007,0.01,1352.12,21.67
515,3.222,9.068,0.009,0.026,1409.633,23.154
516,1.666,5.357,0.049,0.02,1276.676,23.363
