time,cpu,memory,rtt,latency,bandwidth,throughput
47,1.05,1.183,0.003,0.006,1252.027,21.186
48,1.081,1.141,0.003,0.004,1255.548,21.234
49,1.502,1.3,0.006,0.007,1254.696,21.246
50,1.457,1.585,0.004,0.004,1270.378,21.113
51,0.75,1.179,0.002,0.003,1257.31,21.278
52,1.709,1.863,0.003,0.005,1261.506,21.309
53,0.924,1.213,0.006,0.008,1266.342,21.209
54,0.754,1.376,0.008,0.005,1261.109,21.354
55,0.611,1.62,0.004,0.005,1267.521,21.123
56,1.552,0.925,0.005,0.006,1254.701,21.171
57,1.172,1.684,0.006,0.005,1265.394,21.168
58,1.268,1.546,0.002,0.004,1266.452,21.345
59,1.419,1.602,0.004,0.003,1255.72,21.326
60,1.013,0.958,0.008,0.005,1253.776,21.271
61,0.965,1.417,0.006,0.006,1267.776,21.221
62,0.799,1.547,0.008,0.007,1254.04,21.153
63,0.821,1.854,0.002,0.004,1259.367,21.344
64,1.023,1.411,0.004,0.01,1269.04,21.401
65,1.069,1.289,0.01,0.006,1263.098,21.174
66,1.526,1.599,0.009,0.009,1271.493,21.43
67,2.01,2.078,0.008,0.009,1271.295,21.35
68,0.884,1.748,0.007,0.003,1270.016,21.076
69,1.283,1.803,0.004,0.009,1276.004,21.415
70,1.825,1.597,0.003,0.004,1270.401,21.428
71,1.269,0.988,0.007,0.009,1267.873,21.379
72,1.316,1.054,0.008,0.009,1267.694,21.31
73,1.376,0.896,0.007,0.006,1273.921,21.287
74,1.749,1.079,0.005,0.007,1264.868,21.233
75,1.396,1.62,0.005,0.008,1265.529,21.3
76,1.327,0.833,0.006,0.005,1258.672,21.354
77,1.429,0.873,0.005,0.004,1265.95,21.302
78,0.591,0.894,0.003,0.005,1271.935,21.049
79,1.244,1.376,0.007,0.006,1263.085,21.111
80,0.664,1.923,0.006,0.009,1261.122,21.098
81,0.906,2.004,0.009,0.007,1272.734,21.491
82,0.741,2.161,0.01,0.004,1259.701,21.136
83,1.681,1.038,0.011,0.012,1281.519,21.502
84,1.201,1.402,0.01,0.004,1255.012,21.368
85,1.739,0.937,0.009,0.007,1274.149,21.226
86,2.096,1.165,0.008,0.009,1264.783,21.125
87,2.514,2.032,0.008,0.006,1279.167,21.377
88,0.762,1.937,0.003,0.008,1270.078,21.146
89,2.167,1.86,0.005,0.003,1264.713,21.094
90,2.24,1.183,0.012,0.011,1261.182,21.124
91,1.69,1.126,0.012,0.01,1274.389,21.131
92,1.466,1.299,0.01,0.012,1284.559,21.115
93,2.359,1.625,0.012,0.009,1276.073,21.383
94,1.885,2.027,0.011,0.01,1263.132,21.494
95,1.44,1.482,0.01,0.004,1271.465,21.483
96,1.518,1.345,0.006,0.008,1276.897,21.484
97,2.335,2.16,0.01,0.005,1257.86,21.112
98,0.991,2.392,0.004,0.007,1270.018,21.109
99,1.596,1.925,0.006,0.006,1288.415,21.161
100,1.752,2.503,0.009,0.005,1263.941,21.369
101,2.073,2.369,0.013,0.006,1279.662,21.603
102,1.459,1.219,0.008,0.014,1260.668,21.395
103,2.6,1.076,0.003,0.005,1258.921,21.308
104,0.931,1.769,0.01,0.01,1256.986,21.534
105,1.02,2.224,0.01,0.005,1280.597,21.253
106,1.159,1.687,0.004,0.012,1256.297,21.228
107,0.601,1.888,0.003,0.007,1269.311,21.039
108,2.265,2.752,0.011,0.004,1254.684,21.564
109,1.106,2.01,0.013,0.005,1267.283,21.188
110,2.526,1.103,0.008,0.01,1269.5,21.528
111,1.296,1.789,0.004,0.009,1286.788,21.19
112,1.92,1.543,0.015,0.005,1287.185,21.361
113,2.057,2.015,0.009,0.009,1269.675,21.525
114,2.189,2.649,0.012,0.01,1283.366,21.226
115,2.004,2.989,0.011,0.011,1269.661,21.39
116,1.17,2.472,0.015,0.01,1287.457,21.608
117,1.063,2.303,0.014,0.013,1288.425,21.204
118,2.299,2.325,0.008,0.015,1259.309,21.655
119,2.389,2.842,0.011,0.013,1279.725,21.54
120,1.587,2.642,0.013,0.007,1268.539,21.657
121,3.196,1.673,0.004,0.015,1265.021,21.253
122,2.683,2.752,0.005,0.008,1254.541,21.147
123,1.569,1.608,0.012,0.007,1271.441,21.167
124,2.318,1.736,0.009,0.004,1258.607,21.16
125,3.101,2.341,0.012,0.012,1299.404,21.589
126,1.608,2.534,0.013,0.011,1289.846,21.602
127,1.425,1.681,0.018,0.01,1284.59,21.707
128,1.563,3.689,0.018,0.018,1284.344,21.849
129,1.867,2.701,0.012,0.015,1272.005,21.026
130,1.45,3.247,0.018,0.007,1281.881,21.304
131,2.223,1.214,0.016,0.012,1255.161,21.408
132,3.213,1.887,0.003,0.005,1270.042,21.75
133,1.33,1.537,0.006,0.015,1279.173,21.288
134,1.115,1.501,0.005,0.008,1269.067,21.804
135,3.221,3.308,0.004,0.011,1286.474,21.524
136,3.002,3.617,0.007,0.016,1264.675,21.306
137,2.819,2.104,0.016,0.008,1279.73,21.83
138,3.124,2.229,0.015,0.01,1276.199,21.666
139,1.355,2.783,0.009,0.01,1264.101,21.323
140,2.743,3.112,0.008,0.013,1298.79,21.704
141,3.675,3.704,0.019,0.014,1287.616,21.228
142,2.751,2.979,0.004,0.011,1293.037,21.343
143,1.335,2.138,0.009,0.015,1299.828,21.884
144,2.028,3.195,0.013,0.011,1264.852,21.749
145,1.021,2.945,0.011,0.01,1266.025,21.174
146,2.557,3.305,0.02,0.007,1295.066,21.375
147,2.46,3.547,0.009,0.015,1268.047,21.743
148,2.176,3.629,0.011,0.012,1266.608,21.7
149,1.109,1.256,0.014,0.003,1285.727,21.526
150,1.416,1.303,0.015,0.008,1272.736,21.704
151,3.78,1.802,0.007,0.01,1291.659,21.982
152,1.508,3.46,0.009,0.015,1257.25,21.804
153,2.908,3.402,0.006,0.008,1295.334,21.582
154,2.686,2.965,0.016,0.016,1259.882,21.89
155,2.846,3.584,0.014,0.01,1269.599,21.83
156,1.975,3.083,0.014,0.012,1268.144,21.775
157,1.263,1.376,0.004,0.007,1265.836,21.915
158,1.013,2.568,0.007,0.005,1297.127,21.11
159,0.88,3.588,0.013,0.004,1276.564,21.139
160,2.543,1.591,0.022,0.019,1291.596,21.328
161,3.219,1.821,0.017,0.005,1259.318,21.481
162,1.481,1.987,0.02,0.007,1298.707,21.418
163,0.996,3.424,0.002,0.016,1278.539,21.817
164,1.429,3.078,0.007,0.019,1263.32,21.793
165,3.923,3.628,0.004,0.013,1308.528,21.436
166,2.419,3.798,0.006,0.018,1299.178,21.346
167,2.969,2.465,0.011,0.016,1282.849,21.71
168,2.308,1.519,0.011,0.011,1263.478,21.692
169,3.174,1.632,0.018,0.006,1313.821,21.559
170,1.812,4.104,0.021,0.014,1309.035,21.894
171,1.055,1.195,0.011,0.009,1254.555,21.83
172,0.748,0.832,0.016,0.016,1296.157,21.255
173,3.743,2.001,0.013,0.017,1288.326,21.414
174,3.712,2.194,0.015,0.012,1259.821,21.787
175,1.452,3.84,0.012,0.008,1291.144,22.115
176,2.005,1.578,0.015,0.02,1303.329,22.194
177,3.724,1.637,0.008,0.017,1303.043,21.578
178,2.413,3.118,0.004,0.011,1280.129,21.389
179,3.138,4.821,0.016,0.01,1305.064,21.91
180,2.928,2.119,0.009,0.006,1283.295,21.989
181,2.586,1.774,0.015,0.014,1278.227,21.303
182,1.715,1.809,0.004,0.016,1285.184,22.112
183,1.067,3.475,0.019,0.012,1312.441,21.668
184,1.917,1.4,0.021,0.006,1265.314,21.207
185,4.141,1.802,0.021,0.018,1284.436,21.901
186,3.873,2.889,0.006,0.005,1305.519,21.273
187,1.952,3.649,0.022,0.018,1297.098,21.289
188,1.519,5.019,0.012,0.008,1286.653,22.243
189,4.571,2.201,0.019,0.021,1293.561,21.782
190,1.263,4.34,0.009,0.018,1313.525,21.426
191,2.491,4.568,0.009,0.01,1264.62,22.134
192,2.687,3.054,0.025,0.021,1298.715,21.775
193,3.132,2.654,0.005,0.003,1278.842,21.568
194,1.263,4.598,0.023,0.024,1265.405,21.678
195,0.929,3.166,0.016,0.016,1280.557,22.051
196,3.638,3.942,0.012,0.013,1295.759,21.512
197,3.374,4.406,0.024,0.01,1321.61,22.062
198,2.031,1.361,0.006,0.011,1293.798,21.675
199,1.584,3.981,0.008,0.01,1280.381,21.484
200,0.82,3.396,0.018,0.021,1318.969,21.209
201,2.081,3.994,0.024,0.012,1307.16,21.762
202,1.237,1.061,0.005,0.011,1263.387,21.946
203,2.774,3.795,0.008,0.02,1284.337,21.149
204,1.184,4.25,0.015,0.015,1293.723,21.648
205,2.788,4.765,0.025,0.023,1268.916,22.131
206,3.447,3.051,0.016,0.014,1327.656,22.097
207,4.219,2.835,0.028,0.011,1266.205,21.863
208,4.725,3.825,0.013,0.02,1321.649,21.737
209,3.078,5.215,0.029,0.025,1315.572,22.041
210,2.142,1.444,0.005,0.017,1322.363,21.547
211,1.929,5.087,0.018,0.01,1287.778,22.153
212,3.418,1.808,0.01,0.019,1273.55,21.64
213,2.312,1.861,0.021,0.012,1282.284,21.539
214,4.644,1.809,0.025,0.006,1263.115,21.405
215,3.868,4.424,0.005,0.023,1315.835,21.301
216,2.934,3.946,0.021,0.022,1281.917,21.041
217,1.904,3.593,0.015,0.012,1302.07,21.96
218,4.698,3.461,0.008,0.018,1304.002,21.405
219,3.791,1.411,0.009,0.019,1300.112,21.514
220,4.936,5.615,0.017,0.029,1275.887,22.316
221,3.79,4.267,0.029,0.015,1311.153,21.413
222,4.134,3.178,0.01,0.024,1298.461,21.387
223,4.879,3.107,0.02,0.022,1325.339,21.581
224,1.541,4.098,0.023,0.027,1320.256,21.794
225,3.707,3.248,0.027,0.029,1300.142,22.012
226,3.158,5.772,0.018,0.026,1327.155,22.231
227,1.848,1.362,0.016,0.011,1312.384,22.046
228,3.689,2.324,0.02,0.016,1300.443,21.298
229,2.258,5.368,0.008,0.01,1295.087,21.892
230,3.836,5.666,0.026,0.017,1307.112,21.877
231,1.914,2.67,0.006,0.011,1273.408,21.959
232,4.949,2.53,0.032,0.015,1340.532,22.076
233,2.503,2.395,0.017,0.012,1307.644,21.211
234,4.238,4.927,0.027,0.011,1262.355,21.473
235,5.474,4.596,0.022,0.015,1301.134,21.349
236,5.222,3.24,0.009,0.028,1262.528,22.042
237,2.064,5.119,0.031,0.024,1337.445,21.94
238,5.09,2.641,0.01,0.012,1257.794,21.852
239,1.518,4.391,0.011,0.021,1333.491,21.527
240,1.674,3.483,0.033,0.019,1291.827,22.574
241,5.711,2.341,0.012,0.024,1271.39,21.34
242,4.203,6.263,0.032,0.022,1322.18,22.692
243,3.414,4.62,0.016,0.025,1300.238,21.741
244,4.127,4.333,0.016,0.013,1294.771,22.051
245,3.817,2.251,0.005,0.012,1283.062,22.321
246,3.941,4.867,0.029,0.008,1272.571,21.39
247,5.377,2.843,0.028,0.012,1308.045,21.806
248,4.417,5.436,0.029,0.03,1281.034,21.723
249,1.756,2.42,0.009,0.02,1335.836,22.389
250,2.435,3.389,0.027,0.012,1265.676,21.877
251,2.935,6.155,0.032,0.016,1319.472,22.522
252,2.791,4.161,0.022,0.014,1294.38,22.394
253,3.409,3.286,0.018,0.026,1288.657,21.284
254,4.398,1.322,0.018,0.003,1263.585,22.287
255,4.69,3.774,0.022,0.011,1314.374,21.404
256,3.46,4.033,0.023,0.01,1299.06,22.485
257,6.222,5.73,0.018,0.033,1297.184,21.461
258,1.615,1.943,0.015,0.013,1309.887,22.026
259,5.316,4.49,0.005,0.011,1312.23,21.467
260,2.016,2.859,0.007,0.012,1264.406,21.544
261,5.656,3.037,0.028,0.025,1345.879,21.786
262,2.31,2.919,0.021,0.012,1317.546,21.893
263,1.977,3.121,0.027,0.027,1325.033,22.441
264,3.962,2.467,0.011,0.027,1354.5,21.939
265,5.452,4.388,0.016,0.015,1267.509,22.627
266,6.322,2.521,0.038,0.017,1289.115,21.618
267,3.403,3.659,0.017,0.028,1330.523,21.311
268,4.471,3.426,0.027,0.03,1345.617,22.586
269,4.607,1.555,0.005,0.011,1331.757,22.277
270,6.046,1.806,0.012,0.016,1347.071,21.58
271,4.616,6.395,0.034,0.02,1268.982,22.781
272,3.386,6.882,0.013,0.036,1321.615,21.726
273,3.642,5.581,0.02,0.013,1288.736,21.615
274,5.268,4.913,0.014,0.018,1318.89,22.659
275,1.805,4.747,0.021,0.023,1273.952,21.926
276,4.083,5.935,0.035,0.03,1329.052,21.806
277,1.735,2.507,0.032,0.012,1330.365,21.379
278,2.908,3.13,0.03,0.005,1279.536,21.074
279,1.717,1.707,0.002,0.008,1283.438,22.083
280,2.922,5.097,0.038,0.025,1340.945,21.806
281,2.932,2.282,0.011,0.034,1292.748,22.066
282,6.4,2.566,0.014,0.02,1294.866,21.479
283,1.049,3.296,0.018,0.025,1305.442,21.306
284,2.639,5.081,0.024,0.008,1304.165,22.473
285,2.053,2.671,0.036,0.026,1343.548,22.214
286,2.113,3.715,0.041,0.023,1283.813,22.704
287,4.351,4.054,0.036,0.019,1314.169,21.585
288,2.519,3.608,0.036,0.017,1368.105,22.719
289,6.046,5.295,0.02,0.021,1356.105,22.096
290,2.595,4.1,0.033,0.012,1323.92,23.027
291,5.807,3.704,0.019,0.011,1324.948,22.597
292,2.922,3.927,0.004,0.017,1272.612,21.964
293,2.888,4.864,0.032,0.032,1330.128,22.587
294,2.941,5.442,0.018,0.002,1268.755,21.35
295,3.395,1.805,0.021,0.019,1293.108,22.117
296,5.629,6.447,0.015,0.024,1356.58,22.247
297,3.39,2.577,0.034,0.021,1330.577,22.59
298,4.275,1.203,0.023,0.018,1320.766,22.229
299,3.448,6.105,0.018,0.029,1332.238,22.512
300,2.56,5.836,0.014,0.019,1369.666,22.089
301,6.491,1.589,0.025,0.031,1287.445,22.504
302,5.135,3.201,0.022,0.011,1329.288,22.385
303,3.626,2.459,0.038,0.028,1278.733,22.107
304,5.201,2.897,0.037,0.022,1341.037,22.88
305,4.429,4.905,0.035,0.04,1362.952,23.1
306,2.974,4.946,0.023,0.008,1300.735,21.536
307,1.491,2.386,0.033,0.021,1366.56,21.514
308,2.261,6.64,0.018,0.015,1288.745,21.251
309,4.202,4.679,0.041,0.024,1380.694,22.144
310,5.624,5.947,0.014,0.016,1309.363,21.719
311,2.947,5.869,0.006,0.021,1304.69,22.536
312,1.178,2.214,0.029,0.013,1324.495,22.172
313,1.654,5.21,0.035,0.007,1341.06,22.112
314,6.259,5.177,0.03,0.015,1295.163,22.309
315,5.601,5.241,0.015,0.034,1285.14,21.545
316,3.162,6.381,0.004,0.02,1262.049,22.067
317,1.91,3.961,0.006,0.012,1312.392,21.852
318,5.585,2.321,0.044,0.024,1372.219,21.641
319,5.58,2.935,0.009,0.025,1364.901,23.064
320,6.311,6.846,0.02,0.033,1335.628,21.571
321,2.446,2.287,0.019,0.018,1333.832,22.826
322,6.959,5.355,0.029,0.007,1286.105,22.504
323,1.769,3.552,0.007,0.037,1331.714,21.803
324,5.191,2.191,0.019,0.025,1308.549,21.487
325,1.89,5.012,0.024,0.034,1335.354,22.737
326,2.757,3.643,0.032,0.032,1354.097,21.896
327,6.683,3.182,0.019,0.022,1369.703,21.436
328,3.184,4.437,0.019,0.034,1329.315,21.276
329,4.693,7.082,0.037,0.037,1345.415,22.902
330,5.387,7.886,0.024,0.011,1314.165,22.268
331,4.031,6.399,0.021,0.005,1300.442,21.484
332,4.919,1.028,0.027,0.03,1347.816,21.521
333,4.669,1.672,0.009,0.007,1335.515,21.203
334,4.729,6.576,0.015,0.039,1379.365,21.449
335,0.9,3.041,0.032,0.024,1280.3,22.006
336,2.887,6.007,0.023,0.032,1312.458,22.954
337,6.784,2.411,0.024,0.005,1277.906,21.079
338,6.614,3.049,0.034,0.038,1323.511,21.96
339,4.901,5.919,0.008,0.033,1361.61,22.288
340,6.706,2.656,0.013,0.038,1310.908,22.846
341,6.029,4.496,0.039,0.03,1361.077,22.02
342,5.668,7.092,0.044,0.012,1299.29,21.84
343,7.368,4.934,0.042,0.014,1332.053,21.378
344,6.31,5.893,0.006,0.005,1289.497,21.558
345,4.158,3.565,0.046,0.031,1323.435,21.473
346,6.429,2.227,0.03,0.024,1362.218,21.438
347,7.564,5.357,0.008,0.008,1341.198,21.47
348,2.375,3.275,0.031,0.036,1391.856,22.173
349,5.771,4.048,0.033,0.004,1286.952,21.105
350,7.724,2.987,0.034,0.025,1316.142,22.78
351,4.367,3.609,0.038,0.036,1351.091,21.847
352,3.99,3.804,0.044,0.033,1305.728,22.306
353,0.864,3.349,0.01,0.027,1308.088,21.517
354,5.842,3.699,0.011,0.037,1304.027,21.41
355,4.151,2.496,0.051,0.022,1332.427,22.488
356,4.01,3.001,0.038,0.014,1341.426,22.363
357,6.699,3.346,0.035,0.002,1268.331,22.912
358,7.273,5.94,0.026,0.023,1318.437,21.733
359,7.046,2.891,0.04,0.021,1351.742,22.698
360,8.043,3.974,0.03,0.032,1379.042,23.322
361,3.132,4.397,0.038,0.027,1279.442,22.515
362,4.847,4.245,0.024,0.038,1366.004,22.248
363,4.183,5.655,0.011,0.019,1317.138,22.448
364,5.416,6.2,0.047,0.026,1285.355,22.963
365,5.335,6.081,0.052,0.021,1338.492,21.804
366,4.301,6.62,0.023,0.029,1390.404,22.183
367,8.844,3.052,0.05,0.027,1296.34,22.406
368,4.745,4.811,0.024,0.019,1263.211,23.022
369,6.426,8.093,0.022,0.045,1280.678,22.112
370,1.884,2.603,0.027,0.038,1366.205,23.026
371,8.217,7.35,0.041,0.031,1299.73,22.614
372,6.214,5.604,0.038,0.031,1317.845,22.208
373,7.867,3.549,0.012,0.016,1340.211,22.803
374,4.534,2.153,0.018,0.036,1367.949,23.451
375,9.133,3.751,0.031,0.036,1360.454,23.373
376,8.769,9.395,0.054,0.036,1387.297,22.083
377,9.007,7.089,0.04,0.048,1356.172,23.55
378,4.745,2.667,0.037,0.05,1402.902,22.911
379,4.034,8.254,0.019,0.04,1345.365,21.457
380,4.952,4.769,0.038,0.012,1346.558,23.103
381,2.139,2.786,0.027,0.01,1272.716,23.305
382,8.257,3.129,0.047,0.042,1340.51,22.476
383,1.806,2.148,0.02,0.009,1321.402,22.927
384,8.182,5.254,0.023,0.029,1276.921,21.967
385,6.553,6.723,0.043,0.022,1333.787,22.937
386,6.863,4.091,0.012,0.023,1348.011,21.546
387,3.382,7.845,0.028,0.01,1393.859,21.621
388,5.315,6.814,0.021,0.025,1345.332,23.093
389,3.396,5.173,0.028,0.026,1371.129,22.401
390,3.65,4.946,0.015,0.017,1364.259,21.702
391,3.561,5.776,0.019,0.007,1377.557,22.32
392,7.998,2.408,0.041,0.011,1310.53,21.461
393,4.907,6.114,0.021,0.019,1361.167,22.847
394,3.285,5.895,0.029,0.017,1362.322,23.174
395,3.767,9.638,0.055,0.027,1413.925,22.215
396,8.249,3.954,0.014,0.022,1381.987,22.251
397,7.625,3.997,0.022,0.022,1340.692,23.205
398,7.526,3.634,0.035,0.034,1368.671,22.186
399,10.117,6.415,0.03,0.037,1336.743,22.395
400,4.707,2.153,0.033,0.035,1385.337,22.017
401,2.343,9.162,0.024,0.025,1292.7,21.405
402,6.025,4.079,0.01,0.03,1267.172,22.262
403,5.443,1.752,0.026,0.014,1335.764,23.069
404,4.16,1.312,0.027,0.01,1307.63,22.833
405,8.286,7.686,0.033,0.036,1324.187,23.392
406,2.87,3.83,0.032,0.036,1376.377,21.666
407,1.661,7.765,0.044,0.036,1385.939,23.363
408,4.079,6.184,0.039,0.017,1383.544,22.334
409,6.635,8.307,0.008,0.028,1322.8,22.331
410,3.397,8.914,0.03,0.033,1367.878,22.075
411,3.682,3.994,0.035,0.013,1361.785,22.873
412,4.162,6.089,0.047,0.035,1312.858,21.637
413,5.531,8.03,0.043,0.018,1373.475,22.541
414,9.741,9.694,0.046,0.033,1291.414,21.817
415,8.457,7.305,0.017,0.042,1317.675,21.633
416,7.853,2.859,0.033,0.028,1333.242,21.37
417,4.439,8.026,0.017,0.029,1302.949,23.573
418,3.378,3.477,0.045,0.007,1374.725,21.445
419,3.176,8.08,0.025,0.033,1335.039,22.066
420,7.054,6.46,0.018,0.019,1351.73,22.094
421,3.247,9.416,0.053,0.014,1379.588,21.974
422,7.585,6.457,0.034,0.042,1341.061,23.133
423,8.126,2.694,0.048,0.007,1393.163,23.091
424,4.445,5.786,0.047,0.017,1312.257,21.768
425,8.473,10.875,0.058,0.053,1375.487,23.615
426,3.264,6.708,0.044,0.016,1328.228,23.837
427,5.757,10.774,0.042,0.032,1376.863,23.106
428,8.687,5.65,0.036,0.046,1428.42,21.776
429,8.606,9.396,0.022,0.036,1387.66,21.747
430,7.48,3.203,0.034,0.006,1266.381,22.414
431,6.098,7.014,0.013,0.045,1297.058,23.186
432,1.774,3.795,0.033,0.043,1323.652,22.709
433,3.629,8.221,0.02,0.006,1278.695,21.396
434,5.261,4.529,0.044,0.018,1322.455,22.022
435,7.713,3.429,0.019,0.05,1391.92,22.219
436,8.909,2.979,0.038,0.027,1373.542,22.993
437,2.332,7.481,0.054,0.025,1325.162,22.83
438,1.402,3.376,0.021,0.007,1330.088,22.61
439,6.434,7.51,0.031,0.05,1339.355,23.196
440,6.412,6.007,0.027,0.037,1299.799,23.555
441,5.157,6.415,0.035,0.035,1404.288,23.384
442,4.094,2.937,0.023,0.049,1420.787,22.378
443,3.821,5.409,0.015,0.024,1285.342,23.033
444,9.649,4.778,0.032,0.052,1298.802,21.846
445,1.745,6.244,0.038,0.026,1267.464,22.961
446,4.43,9.605,0.038,0.039,1362.746,21.439
447,10.555,7.86,0.014,0.037,1359.555,22.248
448,5.152,8.568,0.05,0.043,1258.81,22.841
449,4.366,5.616,0.045,0.045,1353.656,23.428
450,5.926,5.564,0.043,0.013,1391.113,23.34
451,4.002,5.37,0.026,0.047,1392.635,23.344
452,7.846,4.212,0.022,0.041,1289.507,22.015
453,9.125,5.867,0.051,0.046,1360.018,21.878
454,5.693,8.665,0.044,0.038,1374.472,23.139
455,4.438,8.715,0.044,0.021,1326.638,22.413
456,9.678,3.388,0.043,0.049,1293.702,23.447
457,3.88,6.755,0.004,0.012,1361.152,23.558
458,8.648,1.557,0.054,0.024,1298.477,22.68
459,7.766,3.365,0.026,0.024,1397.091,21.926
460,5.221,4.996,0.01,0.033,1343.272,22.277
461,10.66,4.584,0.017,0.034,1408.222,22.735
462,3.709,4.481,0.062,0.044,1372.105,23.618
463,3.755,8.924,0.012,0.038,1302.483,23.515
464,7.901,8.863,0.02,0.023,1413.477,21.481
465,6.582,10.193,0.013,0.022,1338.426,22.741
466,6.941,6.447,0.035,0.047,1323.902,23.372
467,6.922,7.176,0.016,0.015,1306.71,23.707
468,4.243,10.241,0.019,0.049,1342.689,22.889
469,6.209,7.181,0.008,0.047,1336.011,23.298
470,3.156,4.965,0.017,0.027,1316.753,23.454
471,9.73,9.698,0.058,0.036,1369.371,22.024
472,9.704,10.199,0.05,0.031,1355.579,23.472
473,3.369,8.902,0.042,0.039,1386.238,23.906
474,2.097,1.968,0.015,0.015,1330.842,23.975
475,4.051,6.688,0.023,0.032,1302.773,23.162
476,2.79,7.499,0.048,0.036,1271.471,22.476
477,3.863,4.573,0.052,0.024,1387.525,22.83
478,11.415,12.115,0.062,0.034,1446.194,23.046
479,7.936,9.485,0.018,0.057,1423.708,21.758
480,5.905,7.925,0.05,0.04,1418.374,23.816
481,8.966,2.924,0.031,0.041,1295.394,23.046
482,6.64,7.379,0.022,0.011,1336.15,22.972
483,3.249,2.896,0.042,0.032,1375.351,23.203
484,5.405,7.182,0.013,0.015,1390.112,21.576
485,10.264,7.138,0.062,0.05,1382.806,22.434
486,4.248,9.583,0.053,0.026,1273.319,23.003
487,4.874,6.601,0.026,0.054,1428.367,22.465
488,7.244,12.036,0.051,0.04,1319.507,24.156
489,9.382,4.422,0.006,0.043,1346.282,21.306
490,5.899,3.118,0.047,0.052,1359.768,22.479
491,2.573,3.087,0.033,0.015,1300.091,23.038
492,7.702,7.205,0.041,0.025,1426.756,23.509
493,4.498,8.651,0.022,0.04,1308.545,22.482
494,11.206,4.257,0.045,0.031,1403.758,23.742
495,10.885,12.613,0.026,0.054,1362.467,23.086
496,3.833,7.236,0.06,0.037,1445.95,21.96
497,10.255,4.471,0.039,0.01,1414.602,23.137
498,9.475,8.75,0.019,0.033,1394.38,22.501
499,3.277,8.662,0.034,0.055,1324.643,21.881
500,12.261,6.888,0.043,0.018,1389.207,22.454
501,1.58,7.43,0.05,0.034,1365.214,21.499
502,7.197,10.128,0.036,0.019,1410.125,24.387
503,6.062,9.185,0.019,0.031,1363.045,21.81
504,6.295,5.447,0.055,0.04,1264.2,23.77
505,3.105,11.007,0.017,0.047,1413.257,21.89
506,7.147,11.732,0.044,0.047,1299.901,21.862
507,11.989,7.688,0.052,0.017,1353.751,22.145
508,8.87,7.662,0.058,0.02,1441.99,24.142
509,12.697,9.045,0.023,0.05,1449.756,23.156
510,10.711,5.528,0.049,0.046,1380.359,22.376
511,9.273,0.763,0.047,0.049,1322.543,21.676
512,7.249,10.883,0.045,0.05,1358.254,22.149
513,1.298,6.748,0.033,0.04,1332.478,22.247
514,9.687,10.66,0.014,0.04,1385.38,23.029
515,4.596,8.445,0.042,0.032,1324.9,23.529
516,3.54,5.046,0.021,0.021,1374.39,23.754
