time,cpu,memory,rtt,latency,bandwidth,throughput
52,0.747,1.092,0.007,0.004,1253.717,21.215
53,1.146,1.289,0.007,0.008,1259.672,21.232
54,1.04,1.688,0.003,0.003,1268.645,21.16
55,1.114,1.638,0.002,0.003,1268.197,21.109
56,0.726,1.434,0.008,0.004,1268.165,21.079
57,1.59,1.255,0.006,0.006,1262.316,21.155
58,0.944,1.231,0.009,0.005,1258.704,21.283
59,1.948,1.945,0.005,0.008,1269.787,21.133
60,1.543,1.36,0.005,0.007,1265.74,21.273
61,1.565,1.541,0.007,0.008,1261.16,21.182
62,0.538,1.502,0.002,0.006,1264.249,21.066
63,1.561,0.827,0.002,0.004,1255.572,21.356
64,2.025,1.051,0.005,0.005,1271.826,21.159
65,1.402,1.381,0.005,0.004,1256.513,21.119
66,0.939,1.848,0.004,0.007,1260.129,21.14
67,1.568,1.219,0.004,0.003,1258.71,21.088
68,1.735,2.145,0.004,0.009,1277.067,21.416
69,2.086,1.501,0.008,0.005,1257.081,21.244
70,2.206,1.808,0.009,0.01,1266.855,21.125
71,1.273,0.897,0.008,0.004,1262.961,21.099
72,0.845,1.596,0.004,0.004,1257.976,21.154
73,1.955,1.31,0.005,0.011,1273.357,21.2
74,2.019,2.051,0.004,0.004,1274.111,21.422
75,1.184,1.382,0.005,0.01,1270.866,21.153
76,0.949,1.324,0.004,0.009,1272.997,21.461
77,0.714,1.224,0.008,0.008,1265.392,21.072
78,1.424,1.205,0.003,0.006,1273.393,21.439
79,1.884,2.016,0.003,0.004,1257.126,21.236
80,1.22,1.831,0.008,0.008,1275.961,21.418
81,1.718,0.739,0.003,0.002,1251.567,21.194
82,0.861,1.131,0.002,0.007,1262.082,21.399
83,1.274,0.887,0.007,0.006,1260.98,21.103
84,1.044,2.27,0.006,0.008,1266.312,21.365
85,2.104,1.382,0.003,0.007,1271.71,21.466
86,1.164,1.485,0.004,0.006,1282.916,21.33
87,1.218,0.817,0.007,0.005,1259.251,21.5
88,2.601,2.257,0.012,0.005,1276.033,21.41
89,2.064,1.105,0.009,0.012,1276.731,21.194
90,2.667,1.482,0.014,0.012,1259.472,21.635
91,1.536,2.733,0.008,0.012,1276.216,21.561
92,2.123,1.294,0.007,0.007,1259.661,21.257
93,1.395,1.536,0.01,0.012,1272.307,21.53
94,1.409,1.953,0.007,0.009,1258.408,21.515
95,1.102,1.303,0.008,0.004,1278.6,21.423
96,2.685,1.56,0.011,0.005,1278.739,21.275
97,1.299,2.056,0.011,0.013,1264.32,21.259
98,1.553,0.992,0.013,0.006,1256.984,21.394
99,0.962,1.049,0.011,0.009,1257.633,21.589
100,2.307,2.938,0.006,0.01,1294.789,21.366
101,2.345,2.864,0.013,0.012,1266.883,21.408
102,1.72,1.507,0.014,0.007,1281.358,21.713
103,1.268,1.27,0.003,0.009,1283.137,21.445
104,2.13,2.621,0.008,0.005,1265.178,21.177
105,2.846,1.996,0.01,0.009,1290.64,21.671
106,3.06,2.998,0.009,0.007,1296.834,21.703
107,2.21,2.268,0.006,0.011,1279.738,21.295
108,1.898,2.002,0.011,0.007,1270.826,21.607
109,1.185,2.475,0.008,0.005,1281.3,21.09
110,2.243,2.052,0.015,0.007,1277.209,21.365
111,1.768,3.226,0.007,0.008,1277.877,21.738
112,1.938,1.52,0.014,0.011,1262.012,21.163
113,2.722,1.752,0.017,0.006,1260.715,21.39
114,2.325,1.146,0.011,0.014,1288.162,21.33
115,2.627,1.403,0.012,0.009,1269.747,21.103
116,2.357,1.791,0.011,0.007,1280.607,21.401
117,2.636,2.761,0.008,0.012,1275.923,21.757
118,1.313,2.089,0.002,0.003,1269.296,21.557
119,2.521,2.378,0.01,0.007,1263.124,21.218
120,2.2,1.724,0.007,0.014,1278.927,21.562
121,1.055,1.696,0.009,0.005,1266.823,21.228
122,1.951,3.267,0.008,0.007,1293.17,21.544
123,1.018,1.033,0.015,0.007,1262.189,21.195
124,3.203,1.183,0.006,0.006,1265.969,21.573
125,2.101,2.033,0.013,0.018,1299.424,21.732
126,2.662,2.319,0.016,0.008,1289.741,21.764
127,2.902,2.806,0.016,0.006,1293.001,21.788
128,1.597,2.345,0.004,0.014,1260.333,21.186
129,2.412,3.347,0.006,0.006,1259.454,21.235
130,2.333,0.788,0.002,0.005,1254.261,21.682
131,2.491,2.101,0.01,0.013,1290.798,21.485
132,0.831,1.216,0.016,0.003,1275.711,21.145
133,2.203,3.232,0.004,0.01,1268.24,21.604
134,2.079,3.262,0.006,0.005,1278.75,21.539
135,3.317,3.359,0.012,0.016,1297.824,21.116
136,2.21,3.611,0.02,0.009,1279.926,21.632
137,3.188,2.554,0.017,0.014,1293.135,21.81
138,2.219,1.332,0.014,0.013,1265.696,21.625
139,2.603,3.718,0.007,0.014,1276.437,21.848
140,2.302,2.318,0.004,0.008,1287.359,21.148
141,2.753,2.321,0.015,0.018,1291.827,21.729
142,3.207,1.543,0.017,0.009,1272.845,21.918
143,1.721,0.815,0.009,0.005,1282.904,21.783
144,2.739,3.158,0.009,0.01,1271.748,21.424
145,2.44,2.605,0.01,0.011,1277.994,22.012
146,1.272,1.552,0.008,0.018,1306.292,21.815
147,2.576,4.138,0.007,0.02,1281.53,21.348
148,1.355,3.686,0.011,0.018,1269.506,21.962
149,1.058,3.41,0.009,0.015,1259.723,21.669
150,2.352,1.972,0.012,0.013,1276.108,21.526
151,2.367,3.15,0.015,0.015,1299.302,21.338
152,3.175,3.904,0.012,0.009,1281.273,21.237
153,3.744,4.37,0.015,0.015,1292.845,22.015
154,2.918,3.283,0.004,0.01,1298.988,21.501
155,3.741,3.217,0.011,0.011,1271.073,21.952
156,1.659,2.926,0.004,0.013,1290.952,21.834
157,1.856,2.004,0.022,0.017,1303.756,21.75
158,2.724,2.273,0.018,0.005,1295.704,21.453
159,1.86,2.637,0.012,0.019,1286.251,21.341
160,4.235,2.563,0.024,0.008,1299.979,21.383
161,2.88,2.164,0.003,0.007,1303.377,21.791
162,1.214,3.825,0.009,0.014,1264.916,21.615
163,1.637,1.986,0.018,0.019,1303.944,21.368
164,2.373,1.737,0.004,0.006,1275.839,21.361
165,1.111,2.273,0.013,0.016,1299.089,21.168
166,3.412,2.1,0.021,0.021,1324.862,21.808
167,1.165,3.165,0.002,0.003,1271.329,21.79
168,1.177,4.441,0.021,0.021,1282.729,21.194
169,2.093,1.401,0.011,0.011,1275.173,21.246
170,1.084,2.61,0.007,0.014,1291.499,21.511
171,2.944,1.012,0.003,0.005,1307.946,21.83
172,2.074,2.491,0.011,0.015,1262.439,21.643
173,2.844,2.161,0.009,0.018,1264.42,21.632
174,3.453,3.377,0.008,0.011,1292.439,21.449
175,2.804,2.039,0.006,0.009,1292.457,22.119
176,1.522,3.47,0.025,0.012,1319.719,21.565
177,2.409,3.217,0.026,0.025,1291.834,22.126
178,1.402,1.076,0.015,0.02,1282.856,21.913
179,3.599,1.277,0.018,0.005,1284.106,21.826
180,2.551,1.808,0.016,0.007,1307.335,21.956
181,2.773,5.032,0.015,0.024,1300.501,21.822
182,2.493,1.142,0.016,0.008,1297.706,21.094
183,3.264,1.328,0.011,0.022,1311.052,21.454
184,2.622,5.071,0.013,0.021,1288.001,21.723
185,2.107,4.374,0.016,0.026,1285.385,21.997
186,2.726,1.905,0.014,0.022,1328.684,22.251
187,2.409,0.712,0.005,0.017,1262.402,21.575
188,4.371,4.865,0.009,0.018,1273.816,21.556
189,2.588,4.221,0.012,0.014,1294.596,22.052
190,3.0,4.214,0.017,0.018,1318.73,22.211
191,2.214,2.031,0.023,0.01,1308.796,22.119
192,1.738,3.353,0.013,0.024,1301.818,21.524
193,1.187,3.413,0.015,0.013,1286.024,21.596
194,2.354,1.985,0.015,0.026,1304.341,22.023
195,3.189,2.297,0.016,0.028,1307.091,22.2
196,2.608,1.926,0.021,0.006,1321.29,21.542
197,2.613,4.688,0.029,0.024,1303.602,21.992
198,4.556,2.167,0.017,0.022,1289.855,22.237
199,2.255,5.709,0.017,0.009,1331.672,22.387
200,3.896,4.122,0.02,0.019,1320.836,21.895
201,3.012,2.545,0.021,0.026,1297.917,21.606
202,3.122,2.015,0.021,0.026,1328.301,22.481
203,4.742,5.511,0.027,0.015,1277.485,22.022
204,1.953,4.39,0.02,0.02,1313.405,22.093
205,4.281,2.684,0.025,0.005,1287.595,21.262
206,2.432,4.242,0.016,0.009,1304.816,22.499
207,2.507,4.693,0.01,0.022,1290.764,22.386
208,3.077,4.389,0.029,0.023,1296.115,21.624
209,2.428,1.828,0.01,0.005,1262.78,21.192
210,3.965,2.317,0.018,0.008,1303.416,22.056
211,4.858,2.169,0.029,0.024,1324.684,22.13
212,2.896,4.959,0.014,0.026,1322.886,22.313
213,3.374,2.895,0.026,0.019,1319.2,21.587
214,0.885,0.885,0.01,0.008,1273.877,21.247
215,3.156,3.576,0.008,0.025,1278.358,21.659
216,2.542,2.786,0.01,0.016,1334.161,22.035
217,4.603,1.764,0.006,0.006,1266.595,22.183
218,1.468,1.275,0.018,0.02,1325.496,21.345
219,2.356,3.486,0.008,0.013,1291.459,21.243
220,2.946,3.935,0.015,0.016,1325.944,22.058
221,4.636,4.034,0.021,0.026,1281.081,22.396
222,2.794,3.92,0.019,0.014,1288.438,21.091
223,4.338,2.843,0.025,0.023,1272.641,21.989
224,2.602,2.395,0.014,0.014,1308.087,21.696
225,3.601,4.165,0.014,0.024,1307.663,22.483
226,1.927,2.052,0.021,0.004,1295.798,21.461
227,1.793,4.889,0.021,0.025,1290.03,21.267
228,4.977,2.597,0.019,0.011,1289.87,22.501
229,3.439,3.644,0.014,0.029,1341.991,21.617
230,3.985,1.682,0.022,0.027,1262.038,21.54
231,2.445,1.496,0.009,0.02,1311.432,21.347
232,5.113,2.741,0.02,0.016,1325.045,22.198
233,4.83,1.603,0.009,0.024,1312.993,22.456
234,4.126,5.968,0.026,0.031,1312.339,21.532
235,4.81,3.439,0.028,0.017,1296.781,22.615
236,2.624,4.546,0.035,0.01,1300.498,22.349
237,4.508,1.494,0.029,0.025,1311.907,21.29
238,3.292,5.539,0.007,0.01,1264.288,22.413
239,6.011,3.845,0.011,0.02,1289.982,22.518
240,6.267,6.352,0.025,0.026,1298.866,21.705
241,6.039,3.452,0.022,0.019,1307.617,21.999
242,5.078,1.271,0.024,0.009,1271.449,22.35
243,5.079,4.645,0.018,0.024,1313.964,22.172
244,2.899,4.019,0.038,0.034,1310.499,21.594
245,1.575,4.373,0.015,0.02,1268.973,22.098
246,4.665,6.469,0.018,0.021,1308.998,22.602
247,5.034,4.912,0.026,0.012,1333.063,21.851
248,2.304,2.057,0.006,0.006,1340.576,21.541
249,4.654,5.685,0.018,0.005,1273.344,22.279
250,2.887,4.698,0.035,0.025,1308.49,22.575
251,5.426,2.952,0.019,0.033,1345.126,22.635
252,1.748,4.291,0.007,0.005,1269.967,21.663
253,2.491,3.517,0.019,0.015,1279.753,22.544
254,6.827,2.921,0.013,0.02,1352.513,22.101
255,5.773,6.121,0.026,0.03,1309.824,21.93
256,3.934,4.95,0.024,0.014,1355.822,22.421
257,3.294,2.344,0.011,0.028,1289.098,21.853
258,3.393,4.728,0.024,0.021,1354.863,22.454
259,5.273,4.335,0.03,0.036,1340.275,22.509
260,4.364,5.073,0.024,0.012,1262.309,22.415
261,1.623,2.658,0.018,0.011,1307.128,22.507
262,1.072,2.175,0.005,0.011,1332.985,21.729
263,5.181,1.804,0.015,0.031,1286.758,21.663
264,1.579,1.708,0.026,0.025,1341.81,22.559
265,5.274,3.956,0.01,0.017,1292.75,22.719
266,3.391,3.202,0.028,0.036,1359.443,21.659
267,4.178,2.625,0.015,0.025,1289.088,21.95
268,2.469,3.094,0.008,0.024,1280.916,22.222
269,2.103,1.392,0.031,0.014,1287.171,21.485
270,3.643,2.441,0.016,0.021,1287.312,22.683
271,5.976,6.675,0.028,0.022,1313.535,22.851
272,5.921,6.946,0.019,0.014,1344.307,22.308
273,4.409,3.979,0.027,0.014,1275.241,21.067
274,3.053,5.458,0.036,0.018,1325.954,22.017
275,4.124,3.458,0.041,0.026,1312.193,22.917
276,2.563,1.897,0.023,0.007,1326.527,21.791
277,2.837,4.029,0.011,0.036,1301.043,22.671
278,4.973,3.554,0.032,0.012,1345.593,22.428
279,6.592,3.277,0.037,0.03,1340.829,22.108
280,6.078,5.608,0.019,0.036,1307.533,21.657
281,4.666,1.055,0.015,0.013,1281.395,21.285
282,6.616,1.76,0.029,0.021,1330.692,22.693
283,5.161,2.986,0.007,0.026,1291.318,21.98
284,4.265,2.477,0.017,0.015,1301.284,21.827
285,4.153,4.691,0.042,0.015,1324.89,22.933
286,5.706,5.882,0.024,0.018,1316.982,22.774
287,5.855,3.297,0.038,0.018,1279.788,21.783
288,1.439,5.819,0.017,0.014,1283.748,21.796
289,7.402,4.599,0.029,0.035,1300.702,22.041
290,2.298,7.569,0.02,0.012,1306.043,21.554
291,6.005,6.786,0.009,0.026,1286.924,21.899
292,3.26,5.094,0.039,0.022,1301.625,21.597
293,4.995,5.732,0.011,0.03,1329.06,21.586
294,4.193,6.624,0.02,0.022,1262.088,22.64
295,1.326,5.706,0.006,0.01,1272.569,22.249
296,1.754,5.952,0.027,0.031,1293.669,21.298
297,6.037,3.837,0.043,0.021,1319.507,22.204
298,3.171,1.735,0.017,0.007,1283.718,22.254
299,6.68,8.06,0.036,0.012,1311.767,23.016
300,0.659,2.734,0.027,0.003,1302.555,22.543
301,6.29,5.435,0.025,0.026,1352.159,21.637
302,6.084,6.073,0.031,0.021,1327.178,22.868
303,2.172,3.131,0.014,0.006,1298.652,21.177
304,2.994,7.377,0.014,0.023,1278.732,23.04
305,5.352,5.5,0.036,0.016,1303.649,22.82
306,4.593,6.939,0.042,0.033,1357.768,22.067
307,3.963,3.254,0.022,0.016,1299.931,22.537
308,3.418,4.42,0.016,0.026,1311.38,22.245
309,3.559,7.522,0.037,0.038,1375.283,21.819
310,5.919,6.009,0.036,0.027,1279.342,21.515
311,2.715,5.331,0.024,0.004,1257.75,22.616
312,3.108,5.706,0.041,0.018,1342.881,21.827
313,1.849,2.171,0.033,0.026,1330.303,21.786
314,4.489,2.389,0.025,0.024,1334.304,22.671
315,5.031,5.612,0.033,0.036,1299.724,22.578
316,4.503,4.233,0.021,0.035,1362.376,21.249
317,6.16,2.538,0.038,0.029,1310.577,21.353
318,6.448,4.607,0.034,0.02,1336.314,21.719
319,4.442,1.226,0.032,0.022,1277.573,22.569
320,3.547,4.379,0.014,0.019,1332.837,22.618
321,5.015,7.017,0.008,0.029,1354.058,21.455
322,2.121,5.276,0.037,0.011,1303.373,22.535
323,3.354,7.451,0.035,0.025,1373.064,21.695
324,6.154,6.023,0.029,0.027,1334.279,22.816
325,2.476,3.093,0.023,0.029,1310.192,23.067
326,3.39,2.869,0.012,0.011,1311.207,22.521
327,4.02,7.502,0.036,0.028,1371.666,22.761
328,7.309,4.781,0.041,0.015,1372.805,22.733
329,5.454,5.892,0.043,0.039,1307.658,22.063
330,6.266,3.085,0.025,0.041,1366.256,22.171
331,2.733,3.423,0.016,0.028,1344.037,21.716
332,2.53,2.448,0.04,0.033,1368.559,22.458
333,5.703,5.373,0.048,0.03,1361.131,22.392
334,6.115,4.638,0.033,0.014,1331.265,22.819
335,4.945,2.63,0.035,0.014,1335.354,22.692
336,5.332,4.728,0.049,0.014,1351.51,22.406
337,7.856,5.559,0.017,0.019,1307.312,22.325
338,3.184,6.166,0.032,0.028,1295.632,21.97
339,8.434,2.388,0.02,0.015,1312.946,22.978
340,5.518,6.394,0.036,0.019,1374.123,22.247
341,5.08,3.021,0.039,0.034,1365.099,22.025
342,3.275,6.006,0.017,0.025,1373.997,22.009
343,1.435,4.894,0.009,0.03,1255.899,22.898
344,4.496,3.752,0.04,0.015,1325.728,22.753
345,4.812,3.604,0.031,0.047,1373.476,22.563
346,3.132,9.058,0.016,0.046,1380.805,22.211
347,4.914,5.619,0.021,0.032,1311.335,22.988
348,7.854,6.02,0.049,0.041,1303.915,21.729
349,1.461,5.873,0.041,0.033,1347.797,22.903
350,7.149,4.342,0.012,0.026,1352.248,21.727
351,3.987,3.658,0.024,0.01,1324.914,21.628
352,4.044,8.058,0.016,0.021,1394.911,23.063
353,3.645,6.671,0.023,0.039,1297.98,21.727
354,9.551,5.994,0.03,0.042,1387.516,22.775
355,4.575,3.166,0.038,0.029,1348.994,21.971
356,9.683,8.064,0.047,0.02,1365.817,21.925
357,4.189,5.543,0.017,0.044,1327.554,21.987
358,6.976,5.544,0.019,0.023,1278.281,21.616
359,4.412,3.956,0.037,0.013,1346.842,23.182
360,5.892,3.398,0.035,0.037,1382.13,22.634
361,3.514,7.813,0.015,0.041,1389.2,22.445
362,2.487,7.595,0.012,0.032,1377.704,21.655
363,4.326,8.187,0.039,0.041,1375.356,21.383
364,3.55,5.217,0.015,0.039,1335.293,23.573
365,1.85,3.716,0.035,0.016,1390.639,21.635
366,9.708,7.82,0.032,0.049,1298.247,23.486
367,6.497,6.183,0.038,0.027,1367.236,21.663
368,5.41,2.105,0.05,0.04,1287.482,23.32
369,7.849,8.287,0.04,0.032,1365.324,21.781
370,4.615,3.897,0.017,0.02,1297.531,21.551
371,4.896,5.478,0.013,0.017,1295.578,21.441
372,2.73,5.698,0.053,0.03,1409.25,22.309
373,1.834,4.967,0.013,0.04,1328.567,22.818
374,7.432,6.84,0.02,0.029,1375.776,22.284
375,4.115,7.434,0.04,0.037,1393.537,23.403
376,8.21,9.129,0.038,0.04,1400.771,22.667
377,1.662,6.818,0.016,0.027,1354.218,22.344
378,4.622,4.482,0.034,0.034,1406.643,23.503
379,3.65,7.225,0.036,0.019,1305.541,21.934
380,3.211,3.773,0.046,0.039,1290.593,21.853
381,7.047,4.565,0.025,0.035,1301.354,22.715
382,5.463,6.802,0.039,0.02,1348.217,21.823
383,7.885,4.784,0.015,0.036,1288.621,21.873
384,10.277,3.456,0.027,0.039,1377.872,22.781
385,1.503,6.383,0.006,0.005,1365.21,22.889
386,3.868,5.03,0.018,0.017,1296.769,23.567
387,7.38,5.439,0.045,0.004,1328.323,21.389
388,6.345,5.219,0.017,0.01,1367.059,22.657
389,7.929,4.806,0.036,0.007,1383.404,22.216
390,3.697,9.939,0.046,0.017,1414.605,22.334
391,7.739,5.074,0.044,0.027,1311.113,23.595
392,4.799,3.937,0.014,0.023,1345.657,22.216
393,5.53,4.164,0.053,0.017,1283.001,23.397
394,1.454,7.787,0.026,0.009,1367.146,21.957
395,3.714,4.775,0.022,0.014,1323.481,21.5
396,6.196,8.218,0.023,0.036,1411.164,23.544
397,4.52,1.298,0.019,0.013,1346.621,22.435
398,3.786,4.911,0.002,0.026,1342.054,22.627
399,4.846,1.549,0.046,0.044,1300.381,21.611
400,7.084,2.708,0.038,0.017,1304.249,21.996
401,4.488,5.119,0.035,0.02,1285.808,21.407
402,7.619,7.164,0.043,0.026,1331.009,21.73
403,7.259,6.181,0.008,0.041,1320.361,22.521
404,6.925,5.607,0.034,0.01,1343.582,22.271
405,5.518,2.802,0.053,0.029,1306.01,23.319
406,8.871,6.291,0.05,0.026,1401.983,21.931
407,4.108,8.511,0.025,0.047,1410.396,23.982
408,7.667,1.137,0.022,0.042,1379.464,22.529
409,9.028,2.557,0.006,0.033,1374.977,22.614
410,3.745,4.236,0.022,0.025,1344.149,22.017
411,7.444,4.199,0.026,0.027,1334.243,22.523
412,3.512,5.732,0.015,0.038,1286.747,21.806
413,5.299,3.213,0.05,0.028,1300.842,23.409
414,4.504,4.586,0.044,0.026,1331.204,22.959
415,5.489,7.824,0.041,0.037,1371.127,23.193
416,5.21,7.566,0.054,0.023,1407.819,21.712
417,7.33,4.099,0.035,0.014,1302.276,22.88
418,6.385,8.217,0.031,0.021,1381.198,23.416
419,7.678,6.373,0.06,0.048,1438.154,23.627
420,2.615,3.216,0.02,0.033,1405.133,22.786
421,8.897,7.11,0.034,0.018,1405.846,22.188
422,6.104,5.289,0.031,0.012,1282.48,22.04
423,5.707,8.245,0.026,0.023,1294.435,23.55
424,5.212,3.178,0.016,0.029,1394.61,22.093
425,5.909,1.296,0.032,0.007,1303.176,21.191
426,8.51,8.577,0.036,0.037,1374.075,23.626
427,7.994,10.46,0.056,0.034,1393.743,23.189
428,3.231,9.814,0.046,0.046,1308.857,22.049
429,9.086,4.606,0.019,0.024,1389.535,23.487
430,7.992,4.291,0.033,0.022,1425.656,22.428
431,4.195,2.791,0.017,0.042,1289.499,22.21
432,4.423,2.092,0.03,0.026,1313.472,21.701
433,6.829,9.168,0.028,0.022,1338.731,23.289
434,3.144,4.096,0.015,0.017,1346.503,21.649
435,10.048,4.944,0.023,0.028,1343.423,23.595
436,10.692,6.72,0.054,0.039,1414.475,23.251
437,10.106,7.288,0.035,0.058,1323.333,23.862
438,1.858,4.506,0.01,0.011,1342.177,23.055
439,3.646,4.257,0.053,0.037,1324.018,21.765
440,4.942,9.44,0.034,0.03,1374.11,23.271
441,6.673,9.382,0.047,0.061,1439.194,24.105
442,4.44,7.355,0.022,0.03,1322.378,21.713
443,6.287,8.881,0.056,0.034,1346.313,22.01
444,9.935,7.041,0.032,0.032,1316.683,23.007
445,3.365,2.736,0.019,0.038,1276.383,22.625
446,5.536,7.924,0.025,0.028,1383.326,23.483
447,9.989,8.991,0.017,0.046,1396.724,22.68
448,3.494,8.178,0.029,0.023,1276.311,22.283
449,10.132,8.291,0.033,0.016,1377.202,23.033
450,5.909,4.563,0.014,0.008,1289.903,23.453
451,6.42,8.939,0.05,0.028,1293.057,21.294
452,7.186,4.83,0.053,0.042,1311.648,23.933
453,4.936,10.915,0.039,0.046,1351.123,23.785
454,5.295,7.131,0.031,0.025,1368.134,21.132
455,5.007,3.553,0.022,0.023,1263.66,21.81
456,10.141,10.066,0.041,0.037,1396.162,23.694
457,6.715,9.732,0.059,0.028,1426.447,22.836
458,7.449,7.618,0.04,0.005,1366.767,23.273
459,6.808,6.178,0.005,0.047,1285.387,21.14
460,6.435,1.361,0.016,0.016,1291.624,23.205
461,8.789,5.771,0.038,0.032,1364.325,22.157
462,3.588,2.633,0.012,0.004,1318.504,21.716
463,4.41,5.24,0.027,0.015,1410.492,22.563
464,8.512,3.103,0.021,0.016,1308.793,22.328
465,4.648,10.374,0.045,0.061,1389.552,23.837
466,10.631,5.199,0.021,0.057,1449.643,22.171
467,10.551,9.941,0.035,0.05,1380.354,22.46
468,3.923,7.186,0.008,0.009,1410.479,23.176
469,10.005,6.276,0.052,0.061,1360.91,23.139
470,9.745,4.649,0.061,0.052,1307.701,23.759
471,4.65,5.82,0.054,0.04,1379.445,21.391
472,3.76,7.98,0.018,0.015,1360.283,23.733
473,11.968,8.866,0.039,0.04,1423.218,22.444
474,6.595,5.729,0.015,0.043,1373.349,23.607
475,1.106,1.646,0.021,0.015,1316.311,22.849
476,5.75,7.0,0.002,0.026,1315.712,22.358
477,10.385,7.608,0.047,0.05,1399.304,23.896
478,9.351,8.002,0.021,0.023,1262.437,23.357
479,10.146,12.534,0.06,0.04,1397.914,22.939
480,2.081,3.552,0.013,0.021,1280.242,22.716
481,8.496,9.67,0.045,0.021,1315.486,21.517
482,1.726,7.363,0.007,0.038,1282.193,22.199
483,10.735,10.229,0.025,0.017,1434.645,21.66
484,4.558,10.842,0.037,0.036,1358.011,24.023
485,10.513,7.383,0.061,0.038,1410.795,22.091
486,6.961,7.326,0.042,0.012,1419.318,21.426
487,5.64,4.936,0.037,0.036,1369.626,23.269
488,5.819,7.09,0.053,0.01,1380.467,21.195
489,13.12,10.616,0.073,0.029,1397.032,24.167
490,2.182,9.175,0.043,0.057,1406.707,22.451
491,1.254,9.213,0.027,0.004,1300.152,23.749
492,12.995,7.205,0.021,0.045,1411.915,23.659
493,8.257,3.598,0.022,0.042,1296.4,23.701
494,2.613,8.638,0.019,0.044,1275.525,23.601
495,7.51,3.852,0.046,0.048,1423.168,23.033
496,6.538,9.285,0.02,0.054,1403.214,22.86
497,4.243,3.665,0.031,0.048,1411.249,22.893
498,9.641,5.924,0.031,0.01,1392.209,21.688
499,4.181,9.515,0.024,0.046,1310.586,23.482
500,13.026,5.823,0.05,0.036,1417.521,24.28
501,9.443,2.148,0.031,0.015,1422.693,23.545
502,2.81,6.636,0.059,0.046,1344.37,23.009
503,11.095,3.705,0.037,0.057,1399.686,21.878
504,6.791,8.492,0.027,0.007,1340.409,21.669
505,5.402,10.939,0.033,0.046,1356.335,22.573
506,5.586,7.711,0.069,0.062,1395.131,24.205
507,12.577,11.766,0.022,0.069,1421.012,24.609
508,10.354,2.395,0.019,0.033,1398.717,21.851
509,8.406,4.5,0.064,0.063,1408.592,22.674
510,5.597,8.879,0.037,0.046,1380.183,22.532
511,9.156,9.956,0.043,0.059,1394.237,22.967
512,4.57,4.101,0.025,0.026,1470.233,24.158
513,8.527,10.959,0.047,0.061,1341.795,21.926
514,10.656,3.42,0.062,0.058,1376.486,23.167
515,6.755,11.777,0.045,0.066,1480.459,24.856
516,2.951,5.941,0.039,0.044,1419.605,23.952
