time,cpu,memory,rtt,latency,bandwidth,throughput
218,5.223,3.183,0.008,0.024,1271.238,21.488
219,5.542,6.267,0.019,0.034,1355.29,22.235
220,1.543,3.518,0.009,0.013,1253.447,22.167
221,2.406,4.702,0.014,0.018,1307.444,21.344
222,1.801,3.236,0.025,0.005,1286.588,21.278
223,3.883,7.412,0.038,0.028,1326.694,23.004
224,3.455,3.898,0.035,0.013,1328.684,22.343
225,2.928,4.006,0.02,0.034,1298.607,22.623
226,5.395,3.866,0.031,0.016,1275.234,22.003
227,5.692,4.264,0.023,0.017,1374.377,23.019
228,3.521,2.919,0.006,0.008,1325.425,21.241
229,4.442,3.589,0.038,0.019,1367.357,22.373
230,5.809,5.984,0.011,0.025,1342.775,22.579
231,2.297,1.509,0.007,0.02,1314.016,22.192
232,4.99,2.086,0.024,0.023,1307.671,21.309
233,6.043,6.355,0.015,0.034,1302.102,22.132
234,3.125,2.362,0.029,0.019,1294.471,22.273
235,4.838,7.648,0.021,0.024,1310.381,22.514
236,2.939,2.21,0.009,0.016,1308.092,21.139
237,6.407,5.908,0.021,0.023,1361.003,22.937
238,3.805,2.383,0.021,0.021,1330.157,22.387
239,5.153,4.228,0.027,0.017,1326.21,21.962
240,6.176,4.921,0.041,0.022,1352.001,21.959
241,6.533,8.088,0.024,0.028,1309.406,22.023
242,4.18,4.923,0.015,0.009,1305.039,22.214
243,5.21,5.491,0.04,0.032,1315.5,23.145
244,5.446,5.033,0.018,0.026,1276.271,21.245
245,6.009,6.089,0.034,0.023,1307.401,22.335
246,1.705,3.685,0.014,0.015,1314.368,22.394
247,2.716,3.964,0.022,0.013,1323.902,22.392
248,2.934,6.211,0.029,0.03,1324.476,21.694
249,7.405,7.577,0.031,0.026,1298.07,22.057
250,2.713,3.867,0.038,0.038,1354.055,22.839
251,5.385,4.455,0.026,0.038,1359.265,23.212
252,6.652,6.77,0.025,0.017,1363.66,21.819
253,5.033,2.955,0.013,0.024,1314.674,22.228
254,7.008,3.649,0.021,0.024,1365.857,21.858
255,4.242,3.145,0.039,0.018,1311.638,22.71
256,5.727,4.48,0.035,0.02,1317.71,21.974
257,4.687,2.527,0.012,0.023,1319.503,22.342
258,2.778,4.748,0.023,0.014,1315.323,21.606
259,1.52,1.915,0.026,0.029,1267.578,22.228
260,3.73,4.503,0.026,0.017,1312.481,22.966
261,5.293,5.719,0.013,0.026,1277.972,22.698
262,8.816,8.286,0.047,0.039,1395.714,22.249
263,2.691,4.299,0.032,0.015,1367.349,22.413
264,5.403,1.034,0.01,0.019,1267.657,22.435
265,4.933,6.497,0.021,0.022,1308.192,22.454
266,0.613,1.469,0.012,0.015,1291.464,21.859
267,1.787,2.089,0.02,0.025,1334.493,22.211
268,2.857,4.012,0.018,0.021,1321.172,21.448
269,5.801,6.769,0.025,0.048,1396.74,22.766
270,5.515,4.566,0.018,0.023,1328.679,22.647
271,1.507,5.245,0.032,0.009,1282.471,21.455
272,6.585,6.77,0.046,0.031,1334.454,22.141
273,3.76,7.552,0.031,0.041,1377.353,23.248
274,6.844,6.925,0.022,0.032,1345.737,23.253
275,5.544,4.53,0.022,0.023,1309.689,21.969
276,1.563,2.574,0.014,0.018,1315.504,22.186
277,4.996,4.84,0.022,0.038,1290.469,23.045
278,3.173,5.071,0.016,0.019,1265.34,22.636
279,1.875,5.102,0.012,0.02,1303.652,22.692
280,3.356,5.542,0.016,0.027,1297.704,21.944
281,6.603,9.477,0.045,0.037,1343.86,22.432
282,5.256,2.626,0.04,0.031,1335.198,21.964
283,6.438,2.998,0.039,0.032,1297.384,22.272
284,2.564,4.134,0.012,0.03,1328.278,22.508
285,7.867,6.595,0.025,0.046,1342.116,22.279
286,6.029,3.754,0.012,0.012,1275.102,21.616
287,7.094,9.34,0.035,0.046,1333.247,22.733
288,5.69,3.555,0.036,0.045,1323.691,22.781
289,5.248,9.089,0.032,0.04,1331.656,23.043
290,6.84,6.198,0.03,0.018,1310.963,23.011
291,4.661,5.781,0.028,0.031,1354.91,23.403
292,7.49,6.395,0.043,0.025,1404.868,22.37
293,7.811,7.469,0.042,0.04,1424.202,23.787
294,1.397,3.783,0.007,0.016,1323.197,21.248
295,5.289,4.542,0.032,0.033,1290.65,21.698
296,8.745,5.454,0.048,0.043,1393.496,22.971
297,7.113,5.418,0.021,0.033,1317.155,23.217
298,8.184,5.736,0.033,0.036,1366.401,22.819
299,3.543,9.271,0.027,0.038,1401.393,22.596
300,2.898,4.121,0.042,0.038,1298.964,22.509
301,4.233,6.655,0.031,0.03,1308.922,22.448
302,1.018,3.423,0.015,0.018,1287.508,22.155
303,3.499,5.249,0.019,0.036,1343.056,21.892
304,7.954,10.121,0.054,0.026,1379.78,22.7
305,2.795,7.704,0.025,0.037,1329.188,22.931
306,3.543,6.466,0.031,0.022,1362.05,23.203
307,3.643,8.596,0.022,0.042,1381.98,22.404
308,9.057,9.712,0.026,0.042,1356.261,22.163
309,5.218,5.44,0.049,0.039,1347.258,22.085
310,2.753,3.985,0.008,0.003,1337.152,22.066
311,7.509,6.96,0.018,0.032,1292.582,22.956
312,9.624,10.47,0.043,0.042,1346.889,22.579
313,9.659,6.501,0.033,0.053,1384.801,23.938
314,2.693,7.164,0.028,0.039,1327.615,22.04
315,10.151,7.306,0.052,0.054,1384.548,22.422
316,6.557,5.489,0.04,0.016,1280.152,22.266
317,6.741,2.024,0.029,0.024,1349.057,22.202
318,4.212,7.844,0.039,0.019,1379.912,22.469
319,6.025,1.883,0.027,0.035,1367.17,22.129
320,5.345,4.255,0.027,0.015,1307.283,22.958
321,2.061,1.654,0.021,0.008,1335.105,21.602
322,3.277,3.904,0.016,0.021,1334.466,22.621
323,6.287,5.077,0.015,0.005,1323.395,22.81
324,2.94,4.972,0.037,0.032,1386.243,22.387
325,5.748,3.693,0.024,0.022,1350.979,21.39
326,6.033,10.687,0.054,0.038,1356.139,22.879
327,8.292,3.659,0.049,0.046,1354.923,22.215
328,3.513,2.383,0.004,0.03,1358.64,21.383
329,6.471,4.374,0.025,0.008,1367.086,22.997
330,4.314,1.318,0.031,0.014,1350.283,21.596
331,9.448,6.651,0.03,0.025,1334.704,23.127
332,2.655,2.711,0.033,0.04,1361.365,22.861
333,9.104,5.33,0.026,0.027,1354.739,23.465
334,7.848,9.256,0.039,0.04,1342.315,21.978
335,4.55,3.036,0.01,0.011,1294.808,22.847
336,10.4,7.317,0.044,0.047,1335.62,22.159
337,6.004,7.28,0.044,0.034,1380.377,22.544
338,5.461,4.72,0.039,0.048,1403.465,22.943
339,5.158,7.593,0.015,0.03,1349.585,22.622
340,3.698,4.237,0.012,0.037,1282.665,22.308
341,2.898,4.68,0.03,0.025,1311.026,21.805
342,3.386,5.758,0.013,0.023,1355.52,22.145
343,6.296,10.407,0.044,0.029,1392.145,22.545
344,8.802,8.523,0.027,0.043,1336.302,22.77
345,9.089,11.407,0.037,0.028,1344.111,23.946
346,3.438,3.688,0.04,0.02,1309.891,21.581
347,1.226,2.397,0.028,0.012,1347.824,22.352
348,2.397,6.076,0.014,0.018,1289.127,23.16
349,4.414,4.955,0.051,0.022,1313.329,22.479
350,6.636,6.675,0.044,0.045,1414.092,23.692
351,11.011,7.209,0.045,0.029,1418.948,23.328
352,5.734,4.54,0.021,0.039,1358.977,22.535
353,3.82,8.365,0.028,0.027,1334.849,22.369
354,1.589,3.96,0.012,0.039,1351.737,22.343
355,7.522,7.137,0.057,0.055,1410.717,23.928
356,6.237,6.059,0.045,0.041,1370.861,23.427
357,5.826,8.476,0.064,0.036,1440.261,23.238
358,6.653,7.832,0.022,0.05,1322.55,23.227
359,8.183,5.135,0.058,0.037,1377.733,23.206
360,9.086,3.274,0.05,0.035,1380.419,23.725
361,7.426,11.525,0.061,0.056,1378.966,23.958
362,7.561,6.308,0.045,0.029,1383.27,22.31
363,5.069,3.032,0.023,0.043,1402.526,22.905
364,7.345,8.768,0.036,0.046,1444.577,23.531
365,4.516,5.538,0.024,0.036,1306.126,22.922
366,3.054,2.35,0.039,0.027,1350.347,22.285
367,7.244,4.881,0.042,0.022,1359.418,23.015
368,6.21,6.833,0.023,0.035,1386.269,23.668
369,6.608,3.351,0.017,0.023,1334.662,21.846
370,7.804,10.175,0.048,0.03,1358.294,23.83
371,6.937,7.265,0.008,0.034,1319.561,22.879
372,4.645,7.826,0.036,0.032,1364.91,21.279
373,7.745,9.997,0.059,0.034,1354.748,22.584
374,5.418,1.821,0.029,0.034,1310.511,22.882
375,3.914,5.524,0.038,0.029,1402.822,24.039
376,10.133,3.657,0.02,0.047,1364.701,22.467
377,5.94,8.648,0.037,0.045,1440.543,24.239
378,10.757,7.184,0.028,0.037,1383.443,23.558
379,5.839,4.958,0.038,0.055,1442.367,22.507
380,8.747,9.625,0.039,0.047,1449.162,22.968
381,8.024,6.94,0.013,0.02,1384.974,22.807
382,3.857,4.657,0.049,0.025,1405.749,22.142
383,9.643,8.896,0.057,0.03,1410.185,23.338
384,7.448,4.5,0.028,0.019,1297.043,22.641
385,3.212,8.639,0.04,0.023,1356.439,22.771
386,9.966,6.853,0.03,0.041,1403.378,22.32
387,9.936,11.247,0.062,0.04,1477.258,24.444
388,3.228,2.473,0.027,0.048,1286.372,21.779
389,7.523,8.737,0.042,0.033,1300.286,21.678
390,7.709,11.938,0.051,0.058,1393.95,23.599
391,11.561,8.886,0.03,0.035,1419.783,24.508
392,9.81,10.759,0.046,0.054,1361.759,23.178
393,2.365,4.344,0.006,0.008,1318.977,22.399
394,5.473,8.977,0.062,0.052,1366.862,23.68
395,5.002,6.52,0.036,0.034,1365.874,22.605
396,9.932,5.81,0.05,0.041,1364.601,23.174
397,1.731,4.591,0.032,0.032,1397.665,21.441
398,8.594,11.22,0.049,0.063,1359.899,23.893
399,3.904,4.489,0.03,0.026,1413.487,23.006
400,4.348,9.789,0.026,0.013,1344.332,21.923
401,2.664,5.713,0.019,0.029,1346.666,21.79
402,4.224,7.216,0.033,0.022,1378.904,23.177
403,6.495,5.774,0.036,0.043,1286.654,23.609
404,6.942,7.034,0.048,0.017,1347.144,22.347
405,12.351,7.057,0.06,0.065,1435.557,23.445
406,11.598,12.077,0.043,0.043,1384.806,24.307
407,5.536,4.946,0.059,0.032,1349.915,24.132
408,9.764,9.822,0.032,0.045,1401.565,22.457
409,7.755,11.754,0.049,0.03,1427.297,23.379
410,8.153,5.184,0.03,0.023,1277.938,21.62
411,14.253,9.088,0.064,0.048,1475.51,24.538
412,5.097,7.59,0.052,0.049,1390.998,23.937
413,11.772,9.284,0.055,0.048,1367.713,24.045
414,4.71,8.216,0.031,0.034,1370.584,22.697
415,8.455,5.01,0.014,0.03,1302.917,22.978
416,9.826,10.239,0.024,0.056,1310.838,23.035
417,2.555,9.938,0.031,0.037,1419.038,23.185
418,11.271,10.278,0.076,0.057,1479.193,23.229
419,2.471,1.683,0.027,0.033,1369.42,22.864
420,8.855,6.453,0.028,0.035,1372.799,22.54
421,10.757,8.619,0.076,0.043,1418.69,22.8
422,4.711,5.437,0.024,0.03,1278.595,22.16
423,12.231,6.798,0.051,0.026,1418.192,23.827
424,11.693,13.153,0.063,0.035,1465.989,22.783
425,6.131,8.501,0.057,0.039,1368.302,21.925
426,8.891,12.898,0.069,0.045,1406.025,23.939
427,13.811,10.441,0.058,0.036,1373.516,24.097
428,11.359,14.251,0.06,0.062,1457.779,23.11
429,7.009,7.391,0.07,0.065,1455.829,23.564
430,5.793,9.227,0.034,0.048,1452.584,23.163
431,7.196,3.783,0.064,0.041,1344.913,22.205
432,10.624,9.455,0.035,0.019,1432.747,23.729
433,2.224,6.129,0.05,0.037,1393.831,21.184
434,6.57,5.073,0.053,0.045,1389.722,23.634
435,6.955,5.739,0.048,0.028,1403.91,22.058
436,9.481,9.602,0.063,0.056,1361.16,23.612
437,7.282,5.701,0.025,0.044,1391.731,22.916
438,6.373,11.941,0.074,0.027,1427.045,24.34
439,5.572,5.005,0.008,0.026,1309.346,21.311
440,5.391,12.888,0.075,0.059,1412.815,24.198
441,6.128,10.241,0.058,0.049,1321.301,22.977
442,6.2,1.978,0.007,0.046,1352.417,23.145
443,14.367,9.366,0.056,0.037,1386.749,23.246
444,10.098,9.628,0.053,0.066,1340.872,23.937
445,12.377,11.446,0.034,0.025,1337.847,22.359
446,13.331,12.206,0.067,0.067,1474.804,24.645
447,6.337,3.547,0.02,0.037,1293.042,22.216
448,7.659,2.047,0.038,0.009,1268.095,22.466
449,5.43,11.406,0.061,0.04,1321.357,24.235
450,4.819,8.399,0.065,0.037,1312.709,22.432
451,3.723,9.486,0.043,0.057,1430.343,23.616
452,10.813,5.885,0.053,0.045,1331.838,24.773
453,11.849,11.943,0.072,0.078,1466.69,23.403
454,4.757,6.597,0.049,0.045,1416.185,23.021
455,8.894,3.362,0.038,0.042,1391.306,23.881
456,6.948,7.302,0.031,0.046,1327.074,21.957
457,6.146,10.89,0.044,0.066,1365.213,23.788
458,11.547,10.969,0.044,0.035,1345.293,24.134
459,4.859,6.578,0.021,0.054,1449.575,23.934
460,11.333,9.54,0.076,0.044,1387.724,24.816
461,6.591,6.463,0.031,0.042,1279.424,21.986
462,8.137,7.411,0.029,0.026,1304.053,21.917
463,9.961,14.436,0.071,0.068,1493.176,23.786
464,12.894,13.527,0.037,0.049,1400.051,22.743
465,5.778,8.868,0.048,0.018,1409.462,23.463
466,9.929,7.681,0.025,0.03,1325.104,23.583
467,4.479,10.693,0.07,0.034,1400.296,23.289
468,10.657,14.385,0.053,0.039,1487.859,23.621
469,8.11,8.796,0.054,0.04,1443.396,23.016
470,15.663,8.521,0.044,0.039,1460.759,25.222
471,11.609,10.589,0.051,0.057,1507.089,24.194
472,11.623,8.318,0.067,0.049,1381.378,23.512
473,4.928,10.076,0.062,0.053,1456.826,24.127
474,6.472,13.181,0.049,0.047,1414.174,23.541
475,8.511,12.207,0.072,0.048,1425.03,23.112
476,1.851,8.074,0.047,0.006,1377.945,22.646
477,8.585,8.319,0.048,0.041,1368.816,23.3
478,10.014,7.02,0.066,0.045,1344.024,23.889
479,7.886,10.313,0.024,0.023,1460.863,24.648
480,4.12,8.37,0.057,0.063,1337.841,24.193
481,5.11,7.123,0.03,0.031,1468.572,23.681
482,6.477,5.717,0.055,0.04,1436.436,23.968
483,6.459,3.978,0.024,0.052,1317.536,23.973
484,11.128,4.101,0.033,0.028,1339.03,23.669
485,12.885,7.775,0.059,0.051,1440.871,22.842
486,16.625,9.794,0.065,0.04,1531.423,24.511
487,13.545,10.291,0.074,0.042,1428.333,23.873
488,9.347,3.587,0.037,0.022,1352.819,22.992
489,10.053,8.581,0.036,0.065,1360.6,25.188
490,4.284,7.139,0.038,0.025,1361.165,22.061
491,4.298,9.482,0.025,0.06,1433.076,24.342
492,11.813,9.925,0.084,0.042,1369.688,24.829
493,10.177,12.018,0.081,0.083,1428.539,23.716
494,10.672,10.238,0.039,0.052,1422.558,23.099
495,13.095,11.795,0.028,0.045,1379.407,23.762
496,8.459,5.421,0.023,0.023,1290.097,24.038
497,8.377,6.373,0.021,0.052,1330.311,22.495
498,8.465,12.241,0.041,0.035,1374.082,22.269
499,14.237,12.676,0.029,0.047,1422.308,25.042
500,10.371,13.885,0.055,0.063,1437.542,25.236
501,7.782,10.798,0.029,0.033,1395.888,22.427
502,12.073,17.193,0.07,0.076,1435.184,24.297
503,7.359,8.746,0.046,0.067,1445.712,24.357
504,3.949,10.663,0.021,0.017,1295.321,22.272
505,9.207,12.478,0.072,0.052,1395.76,23.189
506,7.999,9.899,0.042,0.071,1473.473,24.293
507,10.802,4.89,0.047,0.051,1417.497,21.863
508,13.807,14.054,0.072,0.047,1405.607,22.751
509,6.561,13.884,0.052,0.041,1481.433,22.989
510,14.276,13.418,0.058,0.068,1410.37,25.172
511,7.183,6.676,0.032,0.058,1468.589,24.066
512,10.986,11.823,0.066,0.069,1353.692,24.995
513,15.326,16.52,0.069,0.042,1363.5,23.049
514,9.523,7.104,0.052,0.073,1531.141,22.955
515,8.209,6.238,0.022,0.065,1453.664,22.411
516,8.871,8.502,0.013,0.04,1406.671,22.953
